;Gemeentenaam;month;koopprijs;Relative_difference %
2111;Landsmeer;4;354861.85714285716;-38.80578262890707
2112;Landsmeer;5;471790.4285714286;32.950447920780434
2113;Landsmeer;6;501462.3846153846;6.289223826308232
2114;Landsmeer;7;397000.0;-20.83154944822152
2115;Landsmeer;8;532250.0;34.06801007556675
2116;Landsmeer;9;503153.3;-5.466735556599344
2117;Landsmeer;10;394230.22222222225;-21.648089712971718
2118;Landsmeer;11;479472.5294117647;21.62246889876762
2119;Landsmeer;12;533174.0;11.200114145041496
2120;Langedijk;1;331918.25396825396;
2121;Langedijk;2;342227.2727272727;3.105890873963424
2122;Langedijk;3;325914.28571428574;-4.766711572396243
2123;Langedijk;4;339684.2105263158;4.2250141879639935
2124;Langedijk;5;323261.90476190473;-4.834580252925469
2125;Langedijk;6;362854.1666666667;12.247735140310834
2126;Langedijk;7;320535.71428571426;-11.6626612751089
2127;Langedijk;8;362208.3333333333;13.00092850510679
2128;Langedijk;9;380100.0;4.939606580006917
2129;Langedijk;10;343500.0;-9.629044988161006
2130;Langedijk;11;315791.3793103448;-8.066556241529899
2131;Langedijk;12;379500.0;20.17427481041063
2132;Lansingerland;1;428276.31868131866;
2133;Lansingerland;2;426839.7727272727;-0.3354250261768277
2134;Lansingerland;3;528021.1267605633;23.704762418646496
2135;Lansingerland;4;376434.7826086957;-28.70838617421573
2136;Lansingerland;5;388716.6666666667;3.2626857626857575
2137;Lansingerland;6;397469.8024691358;2.2518035765044964
2138;Lansingerland;7;336981.9277108434;-15.218231519107517
2139;Lansingerland;8;388897.2166666667;15.405956428728906
2140;Lansingerland;9;412370.3703703704;6.035824556652236
2141;Lansingerland;10;370664.33566433564;-10.113732145347033
2142;Lansingerland;11;453779.4117647059;22.423273054151394
2143;Lansingerland;12;378372.3404255319;-16.617561172712293
2144;Laren;1;661388.8888888889;
2145;Laren;2;887777.7777777778;34.22931541369172
2146;Laren;3;836347.8260869565;-5.793110953909775
2147;Laren;4;796710.5263157894;-4.73933195434001
2148;Laren;5;1003176.4705882353;25.914800602321854
2149;Laren;6;1073137.9310344828;6.973993359834685
2150;Laren;7;667820.5128205129;-37.76936836285829
2151;Laren;8;805750.0;20.65367632942983
2152;Laren;9;849000.2142857143;5.367696467355176
2153;Laren;10;602791.6666666666;-28.99982161090374
2154;Laren;11;748000.0;24.089306698002353
2155;Laren;12;823090.9090909091;10.038891589693733
2156;Leek;1;266346.1538461539;
2157;Leek;2;248031.25;-6.876353790613732
2158;Leek;3;217065.21739130435;-12.48473029454782
2159;Leek;4;245289.47368421053;13.002661887568202
2160;Leek;5;266363.63636363635;8.591547922091847
2161;Leek;6;271500.0;1.9283276450511977
2162;Leek;7;251970.58823529413;-7.1931535044957196
2163;Leek;8;241413.88888888888;-4.1896553960287015
2164;Leek;9;258622.5;7.128260594414848
2165;Leek;10;244765.38461538462;-5.358047109054853
2166;Leek;11;253093.75;3.402591178365455
2167;Leek;12;373415.3846153846;47.540342112511524
2168;Leerdam;1;271258.82352941175;
2169;Leerdam;2;278400.0;2.6326061499761577
2170;Leerdam;3;299971.73913043475;7.748469515242373
2171;Leerdam;4;275032.14285714284;-8.313981958963002
2172;Leerdam;5;299060.0;8.736381461907051
2173;Leerdam;6;335751.31707317074;12.268881519819018
2174;Leerdam;7;233926.19047619047;-30.32754345824037
2175;Leerdam;8;273333.3333333333;16.845972987002412
2176;Leerdam;9;275586.36363636365;0.8242793791574332
2177;Leerdam;10;225571.42857142858;-18.148552201563138
2178;Leerdam;11;361696.77419354836;60.346891662751
2179;Leerdam;12;298100.0;-17.58289781139075
2180;Leeuwarden;1;230808.63333333333;
2181;Leeuwarden;2;207398.1182795699;-10.142824692330299
2182;Leeuwarden;3;224788.59060402686;8.385067554477432
2183;Leeuwarden;4;214385.65891472867;-4.627873532791227
2184;Leeuwarden;5;229008.77192982455;6.820938065130644
2185;Leeuwarden;6;226002.41818181818;-1.3127679445080864
2186;Leeuwarden;7;219742.42424242425;-2.76987918525623
2187;Leeuwarden;8;219166.79104477612;-0.2619581537942284
2188;Leeuwarden;9;224576.48936170212;2.4683020137940437
2189;Leeuwarden;10;218870.0892857143;-2.54096058416744
2190;Leeuwarden;11;205503.88349514562;-6.106912933690245
2191;Leeuwarden;12;218044.44444444444;6.1023474281910906
2192;Leiden;1;310417.47572815535;
2193;Leiden;2;306649.4252873563;-1.2138654345926314
2194;Leiden;3;338803.1914893617;10.485513276887648
2195;Leiden;4;324709.5238095238;-4.159839114231145
2196;Leiden;5;321094.0594059406;-1.113445753350939
2197;Leiden;6;341294.8717948718;6.291244511438476
2198;Leiden;7;323666.6666666667;-5.16509522557379
2199;Leiden;8;339227.63157894736;4.807713155184556
2200;Leiden;9;326461.86440677964;-3.763186127482887
2201;Leiden;10;350959.8214285714;7.504079248676576
2202;Leiden;11;352875.0;0.5456973859950365
2203;Leiden;12;316394.1176470588;-10.338188410326943
2204;Leiderdorp;1;303519.23076923075;
2205;Leiderdorp;2;296185.18518518517;-2.4163363769268864
2206;Leiderdorp;3;321758.6206896552;8.634272334884209
2207;Leiderdorp;4;335626.76056338026;4.310106701725713
2208;Leiderdorp;5;322850.0;-3.806836064541841
2209;Leiderdorp;6;319966.6666666667;-0.8930876051829961
2210;Leiderdorp;7;364115.3846153846;13.797911641437
2211;Leiderdorp;8;317826.92307692306;-12.712580542938634
2212;Leiderdorp;9;336241.93548387097;5.794037908642169
2213;Leiderdorp;10;307919.3548387097;-8.423274332038178
2214;Leiderdorp;11;281479.1666666667;-8.586724983849281
2215;Leiderdorp;12;291725.0;3.6399970394493275
2216;Leidschendam-Voorburg;1;355922.9885057471;
2217;Leidschendam-Voorburg;2;305900.0;-14.054441584612453
2218;Leidschendam-Voorburg;3;324460.824742268;6.067611880440671
2219;Leidschendam-Voorburg;4;331939.3617021277;2.3049121464201905
2220;Leidschendam-Voorburg;5;339313.2075471698;2.2214436417634653
2221;Leidschendam-Voorburg;6;408075.36057692306;20.265097703334824
2222;Leidschendam-Voorburg;7;373314.95327102806;-8.518134311454606
2223;Leidschendam-Voorburg;8;362530.5263157895;-2.8888280152574053
2224;Leidschendam-Voorburg;9;379658.1632653061;4.724467515487851
2225;Leidschendam-Voorburg;10;373720.5188679245;-1.5639448777589826
2226;Leidschendam-Voorburg;11;376815.29411764705;0.8280988314736559
2227;Leidschendam-Voorburg;12;346083.0508474576;-8.155784478480966
2228;Lelystad;1;228111.97183098592;
2229;Lelystad;2;247052.1739130435;8.303028521488942
2230;Lelystad;3;210718.42105263157;-14.706914853216603
2231;Lelystad;4;237327.01149425286;12.6275578132655
2232;Lelystad;5;233214.77272727274;-1.7327310284188657
2233;Lelystad;6;229712.27272727274;-1.5018345360548468
2234;Lelystad;7;242969.33333333334;5.7711590454725625
2235;Lelystad;8;227943.83561643836;-6.184112830519761
2236;Lelystad;9;251275.90361445784;10.235884613822321
2237;Lelystad;10;235203.37404580152;-6.396367235163547
2238;Lelystad;11;237443.0693069307;0.952237726272176
2239;Lelystad;12;253096.0;6.592287885579662
2240;Leudal;1;286397.14285714284;
2241;Leudal;2;235265.38461538462;-17.853445649513045
2242;Leudal;3;312153.8461538461;32.681587078422055
2243;Leudal;4;248992.90697674418;-20.23391348699668
2244;Leudal;5;272983.87096774194;9.63519976624816
2245;Leudal;6;274530.30303030304;0.5664920997269673
2246;Leudal;7;246081.0344827586;-10.362888261702807
2247;Leudal;8;265888.0;8.048960603109446
2248;Leudal;9;258480.0;-2.7861355157058565
2249;Leudal;10;260280.0;0.696378830083555
2250;Leudal;11;274357.14285714284;5.408461217589844
2251;Leudal;12;284017.39130434784;3.521048639960167
2252;Leusden;1;304843.75;
2253;Leusden;2;369910.71428571426;21.34436552683605
2254;Leusden;3;439133.72093023255;18.713436505397162
2255;Leusden;4;401379.6296296296;-8.597401998786868
2256;Leusden;5;410886.36363636365;2.368514320347126
2257;Leusden;6;422806.3725490196;2.901047580932903
2258;Leusden;7;387410.0;-8.371768934233781
2259;Leusden;8;353033.3333333333;-8.873458781824606
2260;Leusden;9;363265.306122449;2.8983021780140783
2261;Leusden;10;322833.3333333333;-11.130149812734091
2262;Leusden;11;352484.40625;9.184637971089327
2263;Leusden;12;272742.85714285716;-22.62271683320539
2264;Lingewaal;1;314650.0;
2265;Lingewaal;2;333750.0;6.070236771015414
2266;Lingewaal;3;313210.71428571426;-6.154093097913327
2267;Lingewaal;4;359497.0588235294;14.778020810486137
2268;Lingewaal;5;401000.0;11.54472342897348
2269;Lingewaal;6;255750.0;-36.22194513715711
2270;Lingewaal;7;421000.0;64.61388074291301
2271;Lingewaal;8;319000.0;-24.22802850356295
2272;Lingewaal;9;368605.55555555556;15.550330895158492
2273;Lingewaal;10;331875.0;-9.964731947730943
2274;Lingewaal;11;386700.0;16.519774011299425
2275;Lingewaal;12;243714.2857142857;-36.97587646385164
2276;Lingewaard;1;298019.23076923075;
2277;Lingewaard;2;295960.71428571426;-0.6907327685542808
2278;Lingewaard;3;281157.5517241379;-5.001732272914328
2279;Lingewaard;4;262807.6923076923;-6.526539765309181
2280;Lingewaard;5;310364.3076923077;18.095594907068623
2281;Lingewaard;6;313432.2752293578;0.988505269778539
2282;Lingewaard;7;283871.7948717949;-9.43121774422615
2283;Lingewaard;8;306390.243902439;7.932612340304601
2284;Lingewaard;9;273208.8888888889;-10.829768791239902
2285;Lingewaard;10;329880.0;20.74277719937534
2286;Lingewaard;11;310159.57446808513;-5.978060364955395
2287;Lingewaard;12;349371.7948717949;12.642595499738341
2288;Lisse;1;313541.6666666667;
2289;Lisse;2;308571.4285714286;-1.5851922164214605
2290;Lisse;3;379750.0;23.067129629629623
2291;Lisse;4;378547.61904761905;-0.3166243455907658
2292;Lisse;5;319913.04347826086;-15.489352625404385
2293;Lisse;6;312189.6551724138;-2.4142148822299925
2294;Lisse;7;352619.04761904763;12.950266537277088
2295;Lisse;8;459441.17647058825;30.293919053104013
2296;Lisse;9;338000.0;-26.43236668587159
2297;Lisse;10;343846.1538461539;1.7296313154301357
2298;Lisse;11;363392.85714285716;5.6847235538510565
2299;Lisse;12;381541.6666666667;4.994266994266994
2300;Lochem;1;329380.95238095237;
2301;Lochem;2;332115.3846153846;0.8301731519889666
2302;Lochem;3;344983.3333333333;3.8745415942868178
2303;Lochem;4;366111.1111111111;6.1242894181683605
2304;Lochem;5;378988.37209302327;3.5173095246497477
2305;Lochem;6;410429.1666666667;8.295978686630058
2306;Lochem;7;334666.6666666667;-18.459336263870128
2307;Lochem;8;405000.0;21.015936254980083
2308;Lochem;9;429184.4827586207;5.971477224350785
2309;Lochem;10;330161.29032258067;-23.07240741779848
2310;Lochem;11;415100.0;25.72642892037127
2311;Lochem;12;372120.6896551724;-10.353965392634933
2312;Loon op Zand;1;336896.22641509434;
2313;Loon op Zand;2;288040.625;-14.501676654252194
2314;Loon op Zand;3;279089.28571428574;-3.1076655543690324
2315;Loon op Zand;4;298426.6666666667;6.928743574978147
2316;Loon op Zand;5;281604.1666666667;-5.637063265123765
2317;Loon op Zand;6;309498.07692307694;9.905361339851249
2318;Loon op Zand;7;302743.75;-2.1823485917024543
2319;Loon op Zand;8;296031.25;-2.21722166023246
2320;Loon op Zand;9;270032.14285714284;-8.78255493055451
2321;Loon op Zand;10;321244.44444444444;18.9652613372012
2322;Loon op Zand;11;318548.3870967742;-0.8392541549886667
2323;Loon op Zand;12;279705.0;-12.193873417721512
2324;Lopik;1;367750.0;
2325;Lopik;2;367428.5714285714;-0.087404098281052
2326;Lopik;3;486035.71428571426;32.28032659409019
2327;Lopik;4;564714.2857142857;16.18781688588433
2328;Lopik;5;493111.1111111111;-12.679540152345615
2329;Lopik;6;336454.54545454547;-31.769019623909212
2330;Lopik;7;322666.6666666667;-4.097991533819689
2331;Lopik;8;477136.36363636365;47.8728399699474
2332;Lopik;9;264937.5;-44.473420977422116
2333;Lopik;10;372357.14285714284;40.545276851009326
2334;Lopik;11;331727.2727272727;-10.911532357916398
2335;Lopik;12;326343.75;-1.6228761304466932
2336;Loppersum;1;157425.0;
2337;Loppersum;2;198900.0;26.34587898999523
2338;Loppersum;3;185000.0;-6.9884364002011035
2339;Loppersum;4;202923.07692307694;9.688149688149705
2340;Loppersum;5;239625.0;18.08661865049279
2341;Loppersum;6;224400.0;-6.353677621283261
2342;Loppersum;7;151857.14285714287;-32.327476445123494
2343;Loppersum;8;187000.0;23.142050799623703
2344;Loppersum;9;247722.22222222222;32.47177658942364
2345;Loppersum;10;226666.66666666666;-8.499663601704421
2346;Loppersum;11;245250.0;8.19852941176471
2347;Loppersum;12;187333.33333333334;-23.615358477743797
2348;Losser;1;234000.0;
2349;Losser;2;301142.85714285716;28.6935286935287
2350;Losser;3;304460.0;1.1015180265654623
2351;Losser;4;245227.27272727274;-19.455011256889986
2352;Losser;5;309142.85714285716;26.06381570236993
2353;Losser;6;246468.75;-20.273509704251392
2354;Losser;7;245118.18181818182;-0.5479673109950789
2355;Losser;8;329750.0;34.526944331120426
2356;Losser;9;259047.61904761905;-21.441207263800134
2357;Losser;10;272130.4347826087;5.0503516624040845
2358;Losser;11;258944.0;-4.845630292378978
2359;Losser;12;287909.0909090909;11.185851345885943
2360;Maasdriel;1;365583.3333333333;
2361;Maasdriel;2;255307.6923076923;-30.16429661061527
2362;Maasdriel;3;296421.05263157893;16.103455384469
2363;Maasdriel;4;339180.0;14.425071022727277
2364;Maasdriel;5;351012.5;3.488560646264527
2365;Maasdriel;6;370966.6666666667;5.684745320085938
2366;Maasdriel;7;370815.44444444444;-0.040764369365331454
2367;Maasdriel;8;391538.46153846156;5.588498916236984
2368;Maasdriel;9;374264.70588235295;-4.4117647058823595
2369;Maasdriel;10;319673.9130434783;-14.5861450414282
2370;Maasdriel;11;401184.2105263158;25.497950929687363
2371;Maasdriel;12;332535.71428571426;-17.111465117368695
2372;Maasgouw;1;225454.54545454544;
2373;Maasgouw;2;265105.2631578947;17.587011884550073
2374;Maasgouw;3;239017.24137931035;-9.840627631389776
2375;Maasgouw;4;291220.0;21.84058284642574
2376;Maasgouw;5;273093.75;-6.224246274294343
2377;Maasgouw;6;251100.0;-8.053553038105044
2378;Maasgouw;7;274315.7894736842;9.245634995493512
2379;Maasgouw;8;278166.6666666667;1.4038117165515507
2380;Maasgouw;9;244295.45454545456;-12.176589138841987
2381;Maasgouw;10;298022.7272727273;21.992743511024294
2382;Maasgouw;11;285642.85714285716;-4.154002026342452
2383;Maasgouw;12;287176.4705882353;0.5368989306149929
2384;Maassluis;1;246714.2857142857;
2385;Maassluis;2;288200.0;16.815286624203818
2386;Maassluis;3;258568.42105263157;-10.281602688191683
2387;Maassluis;4;298277.77777777775;15.357388409415762
2388;Maassluis;5;294118.22580645164;-1.3945229183063956
2389;Maassluis;6;248826.08695652173;-15.399296907133863
2390;Maassluis;7;235011.11111111112;-5.552060884928256
2391;Maassluis;8;268310.5263157895;14.169293973906916
2392;Maassluis;9;268876.3157894737;0.21087114301967524
2393;Maassluis;10;364953.4482758621;35.73283582240667
2394;Maassluis;11;288723.3333333333;-20.887626984389453
2395;Maassluis;12;344215.6862745098;19.21990588724263
2396;Maastricht;1;292633.4512195122;
2397;Maastricht;2;335362.9259259259;14.601705487989868
2398;Maastricht;3;328165.1904761905;-2.1462525799065935
2399;Maastricht;4;279561.1111111111;-14.810857694733393
2400;Maastricht;5;306354.6511627907;9.58414421275875
2401;Maastricht;6;288518.07692307694;-5.822197956523201
2402;Maastricht;7;293364.4588235294;1.6797498278572576
2403;Maastricht;8;316906.5238095238;8.024852458407672
2404;Maastricht;9;346153.125;9.228778517685177
2405;Maastricht;10;302446.2962962963;-12.626443486160554
2406;Maastricht;11;299179.0573770492;-1.0802707651762167
2407;Maastricht;12;301058.90410958906;0.6283350007920907
2408;Marum;1;314050.0;
2409;Marum;2;267000.0;-14.981690813564718
2410;Marum;3;233181.81818181818;-12.665985699693572
2411;Marum;4;359500.0;54.17153996101365
2412;Marum;5;255900.0;-28.817802503477054
2413;Marum;6;316200.0;23.56389214536929
2414;Marum;7;307555.55555555556;-2.733853397990016
2415;Marum;8;221056.25;-28.124774205202318
2416;Marum;9;309909.0909090909;40.19467484366124
2417;Marum;10;256181.81818181818;-17.33646230566148
2418;Marum;11;262250.0;2.3687012065294555
2419;Marum;12;277916.6666666667;5.973943438195106
2420;Medemblik;1;316771.4285714286;
2421;Medemblik;2;269533.3333333333;-14.912359820811172
2422;Medemblik;3;288783.7837837838;7.1421409041988015
2423;Medemblik;4;307121.2121212121;6.349881595553097
2424;Medemblik;5;301161.1111111111;-1.9406347640190669
2425;Medemblik;6;298573.9130434783;-0.8590744196976807
2426;Medemblik;7;353605.2631578947;18.431399298572604
2427;Medemblik;8;300202.38095238095;-15.102400266499394
2428;Medemblik;9;281064.10256410256;-6.37512544955936
2429;Medemblik;10;310682.85714285716;10.538078078469448
2430;Medemblik;11;319260.4166666667;2.760873130462249
2431;Medemblik;12;300759.25925925927;-5.795005093514016
2432;Meerssen;1;267466.6666666667;
2433;Meerssen;2;283250.0;5.901046859421721
2434;Meerssen;3;313256.0;10.59346866725508
2435;Meerssen;4;380833.3333333333;21.572558333546144
2436;Meerssen;5;374500.0;-1.6630196936542663
2437;Meerssen;6;327895.652173913;-12.444418645150057
2438;Meerssen;7;241117.64705882352;-26.465128323526287
2439;Meerssen;8;315864.70588235295;31.00024396194194
2440;Meerssen;9;330571.4285714286;4.656019623336238
2441;Meerssen;10;300368.4210526316;-9.136605558840927
2442;Meerssen;11;303833.3333333333;1.1535541148297357
2443;Meerssen;12;300615.3846153846;-1.0591164184142743
2444;Meierijstad;1;341366.41791044775;
2445;Meierijstad;2;320101.5625;-6.229334314902135
2446;Meierijstad;3;319812.5;-0.0903033705122902
2447;Meierijstad;4;327877.1929824561;2.521694112161388
2448;Meierijstad;5;279187.5;-14.849978597035685
2449;Meierijstad;6;339059.5238095238;21.44509471574616
2450;Meierijstad;7;316914.1414141414;-6.531414350662268
2451;Meierijstad;8;312096.77419354836;-1.5200859132056599
2452;Meierijstad;9;350114.75409836066;12.181471597407567
2453;Meierijstad;10;328111.1111111111;-6.284694583612971
2454;Meierijstad;11;319362.7450980392;-2.6662815481763302
2455;Meierijstad;12;300807.6923076923;-5.810024204498498
2456;Meppel;1;256816.66666666666;
2457;Meppel;2;254953.125;-0.725631124667403
2458;Meppel;3;283686.0465116279;11.269884027359112
2459;Meppel;4;274921.05263157893;-3.0896810004681363
2460;Meppel;5;270809.5238095238;-1.4955307288034403
2461;Meppel;6;240404.25531914894;-11.227547710530539
2462;Meppel;7;259277.77777777778;7.850743920307601
2463;Meppel;8;217592.59259259258;-16.077423041211347
2464;Meppel;9;266410.25641025644;22.435351882160415
2465;Meppel;10;256961.53846153847;-3.546679499518779
2466;Meppel;11;267177.77777777775;3.9757853947346433
2467;Meppel;12;307019.23076923075;14.911963608212474
2468;Middelburg;1;241626.31578947368;
2469;Middelburg;2;292948.3333333333;21.240243380019884
2470;Middelburg;3;237190.0;-19.033504201537244
2471;Middelburg;4;228773.14814814815;-3.5485694387840327
2472;Middelburg;5;239089.79591836734;4.509553614018702
2473;Middelburg;6;273264.70588235295;14.29375512774036
2474;Middelburg;7;260040.54054054053;-4.839324309779592
2475;Middelburg;8;243313.46153846153;-6.432488937036041
2476;Middelburg;9;238761.81818181818;-1.8706911355678812
2477;Middelburg;10;255886.0;7.172077155628664
2478;Middelburg;11;234188.88888888888;-8.479209925947927
2479;Middelburg;12;264036.5853658537;12.745137746960356
2480;Midden-Delfland;1;350036.76470588235;
2481;Midden-Delfland;2;358750.0;2.489234324125622
2482;Midden-Delfland;3;318304.6875;-11.273954703832755
2483;Midden-Delfland;4;469900.0;47.62584983923619
2484;Midden-Delfland;5;386566.6666666667;-17.73426970277363
2485;Midden-Delfland;6;292272.7272727273;-24.392672086041056
2486;Midden-Delfland;7;461102.22222222225;57.76436841195785
2487;Midden-Delfland;8;406266.6666666667;-11.89227744149285
2488;Midden-Delfland;9;306647.0588235294;-24.520743643699696
2489;Midden-Delfland;10;461373.0789473684;50.45736317101983
2490;Midden-Delfland;11;420192.3076923077;-8.925698774843005
2491;Midden-Delfland;12;257600.0;-38.69473684210526
2492;Midden-Drenthe;1;282264.70588235295;
2493;Midden-Drenthe;2;261886.36363636365;-7.219585665975159
2494;Midden-Drenthe;3;295175.6756756757;12.711357543432511
2495;Midden-Drenthe;4;239293.10344827586;-18.931970630534213
2496;Midden-Drenthe;5;275206.8965517241;15.00828589956049
2497;Midden-Drenthe;6;271703.125;-1.2731408971306757
2498;Midden-Drenthe;7;285773.07692307694;5.178428449461858
2499;Midden-Drenthe;8;288171.875;0.8394066028720948
2500;Midden-Drenthe;9;287756.0975609756;-0.14428106109397598
2501;Midden-Drenthe;10;262887.5;-8.64224868621799
2502;Midden-Drenthe;11;245250.0;-6.709143645095339
2503;Midden-Drenthe;12;240175.0;-2.0693170234454605
2504;Midden-Groningen;1;192138.59649122806;
2505;Midden-Groningen;2;187310.0;-2.5130799222052747
2506;Midden-Groningen;3;225014.08450704225;20.12924270302827
2507;Midden-Groningen;4;202430.55555555556;-10.036495715795912
2508;Midden-Groningen;5;203911.45833333334;0.7315608919382433
2509;Midden-Groningen;6;202380.55555555556;-0.7507683924633746
2510;Midden-Groningen;7;196705.0;-2.8043976556816785
2511;Midden-Groningen;8;257104.44444444444;30.705596931671497
2512;Midden-Groningen;9;198097.27272727274;-22.950661877773204
2513;Midden-Groningen;10;222820.3125;12.480252470090436
2514;Midden-Groningen;11;177521.21212121213;-20.329879206496436
2515;Midden-Groningen;12;231238.09523809524;30.259416593102696
2516;Mill en Sint Hubert;1;349857.14285714284;
2517;Mill en Sint Hubert;2;420000.0;20.048999591670082
2518;Mill en Sint Hubert;3;348833.3333333333;-16.94444444444445
2519;Mill en Sint Hubert;4;354000.0;1.4811275680840952
2520;Mill en Sint Hubert;5;292590.9090909091;-17.347200821777086
2521;Mill en Sint Hubert;6;378785.71428571426;29.459153554228877
2522;Mill en Sint Hubert;7;379625.0;0.22157269470111096
2523;Mill en Sint Hubert;8;320500.0;-15.574580177807052
2524;Mill en Sint Hubert;9;298500.0;-6.864274570982842
2525;Mill en Sint Hubert;10;293000.0;-1.8425460636515956
2526;Mill en Sint Hubert;11;392125.0;33.83105802047781
2527;Mill en Sint Hubert;12;317250.0;-19.094676442460944
2528;Moerdijk;1;260770.27027027027;
2529;Moerdijk;2;295538.46153846156;13.332881555921428
2530;Moerdijk;3;279188.8888888889;-5.532130256232293
2531;Moerdijk;4;269703.7037037037;-3.39740783486554
2532;Moerdijk;5;335288.46153846156;24.31733674180805
2533;Moerdijk;6;254966.66666666666;-23.956027148456183
2534;Moerdijk;7;263127.9069767442;3.2009048150388963
2535;Moerdijk;8;273739.8505747126;4.032998141434829
2536;Moerdijk;9;288556.1224489796;5.412537430396203
2537;Moerdijk;10;298515.625;3.451495836059193
2538;Moerdijk;11;263648.4375;-11.680188432347549
2539;Moerdijk;12;313863.3333333333;19.046157189281022
2540;Molenwaard;1;293833.3333333333;
2541;Molenwaard;2;350228.5714285714;19.192934122032245
2542;Molenwaard;3;297184.2105263158;-15.145640655726444
2543;Molenwaard;4;468230.76923076925;57.55573568377961
2544;Molenwaard;5;475062.5;1.4590520781994298
2545;Molenwaard;6;404593.75;-14.833574529667148
2546;Molenwaard;7;334457.14285714284;-17.335069348663236
2547;Molenwaard;8;317343.75;-5.11676704254228
2548;Molenwaard;9;325797.56097560975;2.6639286186067146
2549;Molenwaard;10;304066.6666666667;-6.670060464501115
2550;Molenwaard;11;316142.85714285716;3.97156012152724
2551;Molenwaard;12;295384.6153846154;-6.566095449963505
2552;Montferland;1;249807.6923076923;
2553;Montferland;2;252400.0;1.037721324095453
2554;Montferland;3;254112.24489795917;0.6783854587793847
2555;Montferland;4;246820.0;-2.8696944143275838
2556;Montferland;5;326479.1666666667;32.27419441968507
2557;Montferland;6;300746.4285714286;-7.881892850305849
2558;Montferland;7;274500.0;-8.727095678609176
2559;Montferland;8;294041.6666666667;7.119004250151795
2560;Montferland;9;263454.7272727273;-10.402246640988311
2561;Montferland;10;310642.85714285716;17.91128607128043
2562;Montferland;11;275886.36363636365;-11.18856999519221
2563;Montferland;12;235307.6923076923;-14.70847300816821
2564;Montfoort;1;330600.0;
2565;Montfoort;2;323562.5;-2.1287053841500314
2566;Montfoort;3;335875.0;3.805292640525404
2567;Montfoort;4;328615.3846153846;-2.1614039105665395
2568;Montfoort;5;461187.5;40.342638108614224
2569;Montfoort;6;331333.3333333333;-28.156480101188063
2570;Montfoort;7;373800.0;12.81690140845071
2571;Montfoort;8;296000.0;-20.813269127875866
2572;Montfoort;9;345000.0;16.554054054054056
2573;Montfoort;10;307818.1818181818;-10.777338603425557
2574;Montfoort;11;337562.5;9.662950383933833
2575;Montfoort;12;279500.0;-17.200518422514342
2576;Mook en Middelaar;1;360083.3333333333;
2577;Mook en Middelaar;2;350833.3333333333;-2.568849803286277
2578;Mook en Middelaar;3;374650.0;6.788598574821858
2579;Mook en Middelaar;4;328800.0;-12.238088882957431
2580;Mook en Middelaar;5;371000.0;12.834549878345491
2581;Mook en Middelaar;6;392875.0;5.89622641509433
2582;Mook en Middelaar;7;263244.44444444444;-32.99536889737335
2583;Mook en Middelaar;8;362214.28571428574;37.59617471841008
2584;Mook en Middelaar;9;368507.625;1.7374630250443612
2585;Mook en Middelaar;10;238125.0;-35.38125567958058
2586;Mook en Middelaar;11;250600.0;5.238845144356952
2587;Mook en Middelaar;12;322750.0;28.79090183559456
2588;Neder-Betuwe;1;348361.36363636365;
2589;Neder-Betuwe;2;223939.2857142857;-35.71638273065083
2590;Neder-Betuwe;3;327475.0;46.233832512001015
2591;Neder-Betuwe;4;432178.5714285714;31.97299684817816
2592;Neder-Betuwe;5;283138.09523809527;-34.4858551634851
2593;Neder-Betuwe;6;333437.5;17.76497250206024
2594;Neder-Betuwe;7;304500.0;-8.678537956888476
2595;Neder-Betuwe;8;308040.0;1.1625615763546815
2596;Neder-Betuwe;9;303215.2173913043;-1.5662844464016668
2597;Neder-Betuwe;10;353827.5862068966;16.691896023897822
2598;Neder-Betuwe;11;352166.6666666667;-0.46941493681578184
2599;Neder-Betuwe;12;298617.64705882355;-15.205590044820571
2600;Nederweert;1;275825.0;
2601;Nederweert;2;389433.3333333333;41.18855554548475
2602;Nederweert;3;316143.75;-18.81954549345202
2603;Nederweert;4;350545.45454545453;10.881665237871863
2604;Nederweert;5;361222.22222222225;3.045758414015687
2605;Nederweert;6;273618.75;-24.251960935096896
2606;Nederweert;7;300250.0;9.732976998104114
2607;Nederweert;8;399890.0;33.185678601165705
2608;Nederweert;9;298357.14285714284;-25.39019658977648
2609;Nederweert;10;343884.6153846154;15.259387488259879
2610;Nederweert;11;334807.6923076923;-2.6395257801140826
2611;Nederweert;12;335846.1538461539;0.31016657093625444
2612;Neerijnen;1;321727.2727272727;
2613;Neerijnen;2;264600.0;-17.756428369595923
2614;Neerijnen;3;380205.8823529412;43.690809657196226
2615;Neerijnen;4;462000.0;21.513112090972374
2616;Neerijnen;5;278666.6666666667;-39.68253968253968
2617;Neerijnen;6;354038.46153846156;27.047294810452694
2618;Neerijnen;7;272532.60869565216;-23.02175093876202
2619;Neerijnen;8;288611.1111111111;5.89966187621036
2620;Neerijnen;9;301263.15789473685;4.38376981915809
2621;Neerijnen;10;460777.77777777775;52.94859849367186
2622;Neerijnen;11;314409.0909090909;-31.765569853344143
2623;Neerijnen;12;338666.6666666667;7.715290829357646
2624;Nieuwegein;1;259835.44303797468;
2625;Nieuwegein;2;271909.0909090909;4.646651638418575
2626;Nieuwegein;3;262392.40506329114;-3.4999513307856
2627;Nieuwegein;4;260946.15384615384;-0.5511787647925481
