;Buurtnaam;koopprijs
4818;Lewenborg Zuid;211505,68181818182
4819;Lexmond Kern;394477,2727272727
4820;Leyenburg;215748,0487804878
4821;Leyhof;418826,92307692306
4822;Lhee;497333,3333333333
4823;Liboscherveld;299850,0
4824;Lichtenberg;224060,0
4825;Liduinabuurt;309727,2727272727
4826;Liebergen;266369,296875
4827;Liempde;468931,8181818182
4828;Lienden;308876,74418604653
4829;Liendertsedreef;325700,0
4830;Lient;406236,84210526315
4831;Lierderholthuis Kern;501000,0
4832;Lieren;433666,6666666667
4833;Lierop;344954,54545454547
4834;Liesbos;573727,2727272727
4835;Liesen;374262,0
4836;Lieshout;314967,7419354839
4837;Liessel;298152,17391304346
4838;Lieve Vrouwekerkhof;318500,0
4839;Lievendaal;214843,75
4840;Lievenspolder;149986,84210526315
4841;Lieveren;280000,0
4842;Lievershil en omgeving;269000,0
4843;Lieving Makkum;292000,0
4844;Lijnbaan;260000,0
4845;Lijnden;448833,3333333333
4846;Lijnden Omgeving;381500,0
4847;Lijnse Hoek Oost;194666,66666666666
4848;Lijnse Hoek West;184895,83333333334
4849;Lijsterlaan;218755,55555555556
4850;Limbeek Noord;231416,66666666666
4851;Limbeek Zuid;243285,7142857143
4852;Limbricht;274032,2580645161
4853;Limbrichterveld;178893,42105263157
4854;Limietweg;250000,0
4855;Limmel;183769,23076923078
4856;Limmen Centrum;466794,1176470588
4857;Limmen Oost;455795,45454545453
4858;Limmen West;384034,44444444444
4859;Linde;369500,0
4860;Linden buitengebied;325000,0
4861;Linden kern;542500,0
4862;Lindenheuvel;178415,47619047618
4863;Lindenlaan;248205,12820512822
4864;Lindeveld;281818,1818181818
4865;Lindonk;292890,625
4866;Lingewijk;304100,0
4867;Lingsfort;328625,0
4868;Linie;179526,31578947368
4869;Linnaeusparkbuurt;750857,1428571428
4870;Linne;263414,89361702127
4871;Linschoten;312125,0
4872;Lintelo kern;294500,0
4873;Lioessens;122600,0
4874;Lippenhuizen;217038,46153846153
4875;Liskwartier;336108,4905660377
4876;Lisse Rond;333029,4117647059
4877;Lisserbroek;361362,0689655172
4878;Lisserbroek Omgeving;568428,5714285715
4879;Literatuurwijk;310136,36363636365
4880;Lith;309789,0625
4881;Lithoijen;451400,0
4882;Lizzy Ansinghbuurt;417545,45454545453
4883;Lobith;186058,82352941178
4884;Lochem Noord;196214,2857142857
4885;Lochem Oost;380407,77777777775
4886;Lochem West;284805,55555555556
4887;Lochem Zuid;374593,75
4888;Lockaert;227666,66666666666
4889;Loenen;286205,8823529412
4890;Loenen Dorpskern;648166,6666666666
4891;Loenermark;241218,75
4892;Loenersloot Binnenweg;353000,0
4893;Loenersloot Dorp;730900,0
4894;Loerbeek;297500,0
4895;Logendal;325900,0
4896;Loil;273454,54545454547
4897;Lokeren;226564,51612903227
4898;Lollum;265750,0
4899;Lomanplein;1065730,7692307692
4900;Lombard en omgeving;167647,0588235294
4901;Lombardijen;157326,28205128206
4902;Lombok;267887,0967741936
4903;Lombok Oost;290366,6666666667
4904;Lombok West;317863,63636363635
4905;Lommerweide;318972,22222222225
4906;Longerhouw;162000,0
4907;Loo;445227,2727272727
4908;Loo Gld;543992,8571428572
4909;Looiakkers;314000,0
4910;Loolaan Noord;317434,7826086957
4911;Loolaankwartier en Beukenstein;520846,1538461539
4912;Loon;409500,0
4913;Loonse Vaart;260460,41666666666
4914;Loonsebaan;840833,3333333334
4915;Loopkant Liessent Goorkens;405121,6666666667
4916;Loosbroek;249400,0
4917;Lootsbuurt;378259,25925925927
4918;Lootuinen;205953,125
4919;Loovelt;249479,16666666666
4920;Looërenk en Woud;284760,71428571426
4921;Loper Noord;206760,0
4922;Loper Zuid;247000,0
4923;Lopik Dorp;290088,23529411765
4924;Lopikerkapel;332650,0
4925;Loppersum;187921,05263157896
4926;Losselanden;252145,45454545456
4927;Losser Oost;253663,26530612246
4928;Losser West;265656,98924731184
4929;Lottum;264700,0
4930;Louis Crispijnbuurt;263155,26923076925
4931;Loven Noord;261652,8125
4932;Loven Oost;240476,19047619047
4933;Loven Zuid;154800,0
4934;Loyola en omgeving;523527,2727272727
4935;Loënga;225000,0
4936;Luchiesland Noord;144333,33333333334
4937;Luchiesland Zuid;146423,07692307694
4938;Luchthavenbuurt Oost;197775,0
4939;Luchthavenbuurt West;259250,0
4940;Ludgeruskwartier;245925,92592592593
4941;Luinjeberd;515000,0
4942;Lukensveld;295250,0
4943;Lunetten Noord;235500,0
4944;Lunetten Zuid;272666,6666666667
4945;Luneven;292473,6842105263
4946;Lunteren Oost;545250,0
4947;Lunterse Buurtbos;903800,0
4948;Lunterse Veld;696791,6666666666
4949;Lusten   Burgen  en Steinenbuurt;256250,0
4950;Lutjebroek;247935,48387096773
4951;Lutjegast;218944,44444444444
4952;Lutjewinkel;146100,0
4953;Luttelgeest landelijk gebied;288650,0
4954;Luttelgeest woonkern;186791,66666666666
4955;Lutten Kern;214500,0
4956;Luttenberg Kern;324071,4285714286
4957;Luxool;418800,0
4958;Luxwoude;232642,85714285713
4959;Luytelaer;448090,9090909091
4960;Lyceumkwartier;715593,75
4961;Maadbuurt;316333,3333333333
4962;Maalbeek;545000,0
4963;Maaldrift;249500,0
4964;Maandereng Oost;227258,06451612903
4965;Maardijk;276750,0
4966;Maarheeze;309469,387755102
4967;Maarland;295000,0
4968;Maarn waaronder Klein Amsterdam;428701,92307692306
4969;Maarsbergen;439147,7272727273
4970;Maarschalkerweerd en Mereveld;575000,0
4971;Maarsseveen;768071,4285714285
4972;Maarsstee;169000,0
4973;Maarsveld;152980,76923076922
4974;Maarswold;163566,66666666666
4975;Maartensdijk;364600,0
4976;Maasakker;436029,4117647059
4977;Maasboulevard;222050,0
4978;Maasbracht;245669,35483870967
4979;Maasbree;251939,39393939395
4980;Maasbroeksche Blokken;335500,0
4981;Maasdal;230197,36842105264
4982;Maasdam;414375,0
4983;Maasdam nieuwbouw;291200,0
4984;Maashees Centrum;281666,6666666667
4985;Maaskantje;339676,4705882353
4986;Maasland;322431,28205128206
4987;Maasoever;319619,5652173913
4988;Maaspoort;354052,63157894736
4989;Maasstroom;274321,4285714286
4990;Maasvallei;303796,2962962963
4991;Maasveld I;340666,6666666667
4992;Maasveld II;343812,5
4993;Maaswaard;257000,0
4994;Maaswijk Noordoost;284946,4285714286
4995;Maaswijk Noordwest;207000,0
4996;Maaswijk Zuidoost;294281,5789473684
4997;Maaswijk Zuidwest;279562,1621621622
4998;Maaswijktuinen;246250,0
4999;Maatweg;642000,0
5000;Macharen;330100,0
5001;Made;291055,04587155965
5002;Magere Weide;400000,0
5003;Magrietpark;158237,5
5004;Majoppeveld Zuid;617000,0
5005;Makkinga;289500,0
5006;Makkum;199123,80952380953
5007;Malberg;239805,9836065574
5008;Malburgen West;208846,7741935484
5009;Malden Oost;312544,1176470588
5010;Malden West;407687,5
5011;Maliskamp Oost;467312,5
5012;Malkenschoten;234500,0
5013;Malpertuis;151342,85714285713
5014;Malta;254777,77777777778
5015;Malvert;166247,8260869565
5016;Malzwin;305576,92307692306
5017;Mannee;338266,6666666667
5018;Manpad en Hartekamp;735000,0
5019;Mantgum;232800,0
5020;Marathonbuurt Oost;410714,28571428574
5021;Marathonbuurt West;344952,38095238095
5022;Marcanti;326900,0
5023;Maren;424500,0
5024;Maren Kessel;261208,33333333334
5025;Marewijk;443933,3333333333
5026;Margraten;306303,6
5027;Maria Gewanden;152560,9756097561
5028;Maria Hoop;262000,0
5029;Maria Montessorilaan en omgeving;241324,60317460317
5030;Mariaberg;286776,0
5031;Mariadorp Beezepool;298410,3448275862
5032;Mariaheide;396600,0
5033;Mariahoeve Muiden;442000,0
5034;Mariahout;316333,3333333333
5035;Mariaparochie;265000,0
5036;Mariarade Noord;138239,13043478262
5037;Mariarade Zuid;184518,18181818182
5038;Mariaveld;235166,66666666666
5039;Marienberg Kern;238785,7142857143
5040;Marina;200657,14285714287
5041;Marinebuurt;181500,0
5042;Mariënheem Kern;337500,0
5043;Marjoleinterrein;440000,0
5044;Markelo;310461,53846153844
5045;Markenbinnen;364666,6666666667
5046;Markengouw Midden;306166,6666666667
5047;Markengouw Zuid;575000,0
5048;Markgouw;318857,14285714284
5049;Markgraven;368227,2727272727
5050;Marknesse landelijk gebied;387450,0
5051;Marknesse woonkern;240745,45454545456
5052;Markt;408907,8947368421
5053;Marle;395000,0
5054;Marlot;745500,0
5055;Marnixbuurt Midden;482250,0
5056;Marnixbuurt Noord;441583,3333333333
5057;Marnixbuurt Zuid;916666,6666666666
5058;Marrum;196990,0
5059;Mars;186055,55555555556
5060;Marslanden;270678,7037037037
5061;Marsum;170250,0
5062;Marswegkwartier;395780,48780487804
5063;Martenshoek en Industriegebied Martenshoek;235000,0
5064;Martin Giessen Bosstraat;204996,875
5065;Marum;244139,62264150943
5066;Mastbos;714696,9696969697
5067;Maten  en Zuivelbuurt;246579,54545454544
5068;Matena's Pad en omgeving;244750,0
5069;Matendonk;221565,21739130435
5070;Matendreef;202969,69696969696
5071;Matengaarde;288133,3333333333
5072;Matenhoek;297500,0
5073;Matenhoeve;215303,92156862744
5074;Matenhorst;192162,16216216216
5075;Matenveld;225798,50746268657
5076;Maurik;320833,3333333333
5077;Maxend;310800,0
5078;Mechelen;238000,0
5079;Medanbuurt;291000,0
5080;Meddo;308333,3333333333
5081;Meeden;220750,0
5082;Meeden Buitengebied;395000,0
5083;Meedhuizen;142500,0
5084;Meer en Dorp;266800,0
5085;Meer en Oever;346634,14634146343
5086;Meerburg;334326,0869565217
5087;Meerdijk;509314,28571428574
5088;Meerenburgh;254687,5
5089;Meerkerk Polder;391666,6666666667
5090;Meerkerk kern;281791,6666666667
5091;Meerkers Broek;649000,0
5092;Meerland;589250,0
5093;Meerlo;252937,5
5094;Meeroevers;314980,2631578947
5095;Meerplein;187613,63636363635
5096;Meerpolder;725000,0
5097;Meerrijk;291916,6666666667
5098;Meers;188527,77777777778
5099;Meerssen;306959,1836734694
5100;Meerveldhoven;313320,0
5101;Meerwede Noordoost;296176,4705882353
5102;Meerwede Noordwest;307388,8888888889
5103;Meerwede Zuidoost;344850,0
5104;Meerwede Zuidwest;328900,0
5105;Meerwijck;522000,0
5106;Meerwijk;432554,94505494507
5107;Meerzicht Oost;180274,23076923078
5108;Meerzicht West;231215,7142857143
5109;Meester Pankenstraat Riethovensedijk;325000,0
5110;Meeuwen;297250,0
5111;Meeuwenbuurt;361764,70588235295
5112;Meezenbroek;152388,88888888888
5113;Megchelen;159500,0
5114;Megen;329750,0
5115;Meije;746500,0
5116;Meijel;339815,7073170732
5117;Meijerkamp;663700,0
5118;Meijhorst;174166,66666666666
5119;Meilust Noord;242333,33333333334
5120;Meilust Zuid;251594,7619047619
5121;Meinerswijk/De Praets;180000,0
5122;Mekkelholt;311687,5
5123;Melderslo;271000,0
5124;Melick;258930,55555555556
5125;Melis Stokestraat;202125,0
5126;Meliskerke;246882,14285714287
5127;Melissant buitengebied;337000,0
5128;Melissant woonkern;267137,9310344828
5129;Melle;250509,61538461538
5130;Menaam;225441,17647058822
5131;Menaam   Verspreide huizen;262571,4285714286
5132;Mensfort;240795,45454545456
5133;Mensingeweer;310000,0
5134;Menzel;498666,6666666667
5135;Merelbuurt;218406,25
5136;Meren;394500,0
5137;Merenbuurt;401946,4285714286
5138;Merenwijk Centrum;176275,8620689655
5139;Meridiaan;326000,0
5140;Merkelbeek Douvergenhout;216545,45454545456
5141;Merkelbeekerdal;249000,0
5142;Merselo;379666,6666666667
5143;Merum;292280,0
5144;Merwedepolder Oost;184615,38461538462
5145;Merwedepolder West;125926,4705882353
5146;Merwestein;218293,10344827586
5147;Merwestein Noord;285190,0
5148;Mesch;295333,3333333333
5149;Messchenveld;587250,0
5150;Meteren;294642,85714285716
5151;Meteren   De Plantage;316816,39344262297
5152;Meteren   Kalenberg;335462,79069767444
5153;Meteren e.o.;372000,0
5154;Meterik;405833,3333333333
5155;Methen;271230,76923076925
5156;Metslawier;174303,84615384616
5157;Mettegeupel;305925,0
5158;Meuleveld;440500,0
5159;Meulunteren/De Valk;878875,0
5160;Mheer;414285,71428571426
5161;Middel;597833,3333333334
5162;Middelaar Katerbosch en Heikant;335807,6923076923
5163;Middelbeers;349431,8181818182
5164;Middelburg;425000,0
5165;Middelburg Zuid;213444,8051948052
5166;Middelgraaflaan e.o.;136937,5
5167;Middelharnis Nieuw Zeeland;303733,3333333333
5168;Middelharnis bomenbuurt;285363,63636363635
5169;Middelharnis centrum;256131,57894736843
5170;Middelharnis prinsenkwartier;243478,57142857142
5171;Middelharnis westplaat;305904,1666666667
5172;Middelhoek;260705,88235294117
5173;Middelie;545750,0
5174;Middelland;443534,50292397663
5175;Middelpolder;3250000,0
5176;Middelreuvelt;235000,0
5177;Middelrode;387500,0
5178;Middelsluis;438072,7272727273
5179;Middelstum;174461,53846153847
5180;Middelveld;230136,36363636365
5181;Middelveldsche Akerpolder;345214,28571428574
5182;Middelweg;259107,14285714287
5183;Middelzand;149577,77777777778
5184;Midden;247905,9829059829
5185;Midden Eng Oost;255181,81818181818
5186;Midden Eng West;273812,5
5187;Middenbeemster;381908,78571428574
5188;Middengebied;177835,29411764705
5189;Middenmeer;234686,17021276595
5190;Middenmeer Noord;623433,3333333334
5191;Middenmeer Zuid;484983,7833333333
5192;Middenpolder;252000,0
5193;Middentil;260666,66666666666
5194;Middenveer;248000,0
5195;Middenwillens;530666,6666666666
5196;Midlum;192500,0
5197;Midsland;379000,0
5198;Midwolda;173451,61290322582
5199;Midwoud;307898,4375
5200;Mierlo;352549,61832061067
5201;Miggelenberg;520875,0
5202;Mijdrecht Buitengebied;691000,0
5203;Mijdrecht Dorp;441152,17391304346
5204;Mijnbuurt;183615,38461538462
5205;Mijnden;829000,0
5206;Mijnsheerenland;499233,3333333333
5207;Mildam;321875,0
5208;Mildenburg en omgeving;210900,0
5209;Milheeze;281350,0
5210;Mill Centrum;244031,25
5211;Mill West;278600,0
5212;Mill Zuid;382800,0
5213;Milligen;278534,71074380167
5214;Millingen aan de Rijn Oost;203828,125
5215;Millingen aan de Rijn West;241403,84615384616
5216;Milsbeek;336775,8620689655
5217;Milt en Wieken;138000,0
5218;Minervabuurt Midden;1050648,6486486488
5219;Minervabuurt Noord;1317583,3333333333
5220;Minervabuurt Zuid;803257,1428571428
5221;Ministerbuurt;259867,64705882352
5222;Ministerpark;521289,4736842105
5223;Ministersbuurt Oost;390500,0
5224;Ministersbuurt West;412500,0
5225;Minkeloos (gedeeltelijk) Hoge Giessen (gedeelteli;450000,0
5226;Minnaertweg en omgeving;245764,70588235295
5227;Minnebeek Watermolen;227375,75757575757
5228;Minnertsga;176411,76470588235
5229;Minnertsga   Verspreide huizen;495000,0
5230;Miste;281250,0
5231;Moddergat;176875,0
5232;Moerbeek;864666,6666666666
5233;Moerbergbuurt;143000,0
5234;Moerdijk;234600,0
5235;Moerenburg;825000,0
5236;Moerkapelle Oost;290678,5714285714
5237;Moerkapelle West;323291,6666666667
5238;Moermond Zuid;201900,0
5239;Moerslag Libeek;484500,0
5240;Moerstraten;315583,3333333333
5241;Moerwijk Noord;171305,23636363636
5242;Moerwijk Oost;204714,2857142857
5243;Moerwijk West;248083,33333333334
5244;Moerwijk Zuid;291392,85714285716
5245;Moesel;243877,27272727274
5246;Moesel buitengebied;395000,0
5247;Moesmate en Tichelkuilen;158000,0
5248;Moespot Leeuwte;359500,0
5249;Molenaarsgraaf Kern;258357,14285714287
5250;Molenakker;336378,7878787879
5251;Molenakkers;520195,652173913
5252;Molenbeke;320733,3333333333
5253;Molenberg;269033,4705882353
5254;Molenbergpark;340272,7272727273
5255;Molenbrug;191468,05555555556
5256;Molenbuurt;300997,05555555556
5257;Molendijk;235771,27659574468
5258;Molendijkhoek;252794,11764705883
5259;Moleneind;1685000,0
5260;Moleneind Groenewoud;315805,55555555556
5261;Moleneind Oost;400000,0
5262;Molengronden;290425,0
5263;Molenhoek;431955,0
5264;Molenkoog;326214,28571428574
5265;Molenlaankwartier;580995,3271028037
5266;Molenland;386333,3333333333
5267;Molenpad;194062,5
5268;Molenpolder;405233,3333333333
5269;Molenrij;146000,0
5270;Molens;199476,7441860465
5271;Molenschot;396125,0
5272;Molensloot;340928,5714285714
5273;Molenstraat e.o.;254500,0
5274;Molenstraat en omgeving;272338,23529411765
5275;Molenveld;229000,0
5276;Molenvliet;284625,0
5277;Molenvliet 1;273200,0
5278;Molenvliet 2;266695,0
5279;Molenvliet Oost;316571,4285714286
5280;Molenvliet West;348642,85714285716
5281;Molenweg West;549000,0
5282;Molenweg e.o.;172800,0
5283;Molenwei;199950,0
5284;Molenwerf en omstreken;222450,0
5285;Molenwijk;255666,15
5286;Molenwijk (noord);260413,04347826086
5287;Molenwijk (zuid);358352,9411764706
5288;Molkwerum;214666,66666666666
5289;Molsberg Rodeput;276277,77777777775
5290;Molukkenbuurt;392473,6842105263
5291;Mondriaanbuurt;325576,92307692306
5292;Monnickendam;520125,0
5293;Monnikenhof en Amaliastein;327675,6756756757
5294;Monnikenhuizen;353130,4347826087
5295;Monseigneur van Den Hurklaan;364050,0
5296;Monster Centrumgebied;310743,24324324325
5297;Montfoort;330555,55555555556
5298;Montfort;248531,25
5299;Mooi Zeist;371533,3333333333
5300;Mooierstraat;300000,0
5301;Mook;279946,34210526315
5302;Mookhoek;216125,0
5303;Moordrecht Bloemenbuurt;292250,0
5304;Moorveld;201500,0
5305;Morgen Stont;196545,45454545456
5306;Morgenstond Oost;243693,9393939394
5307;Morgenstond West;255680,30303030304
5308;Morgenstond Zuid;175333,2857142857
5309;Morgenweide;319061,4035087719
5310;Morige;261583,33333333334
5311;Morra;189500,0
5312;Mortiere;344385,71428571426
5313;Mossen;449129,03225806454
5314;Mr. Th. Heemskerklaan;730467,7419354839
5315;Muggenburg;272607,14285714284
5316;Muidenkade;397790,9090909091
5317;Muiderberg;590333,3333333334
5318;Muiderkring;375090,9090909091
5319;Muijeveld;995000,0
5320;Muizenberg;298421,05263157893
5321;Multatulibuurt;227416,66666666666
5322;Munnekeburen;279750,0
5323;Munnekezijl;128500,0
5324;Munnikhove;433375,0
5325;Munsel Selissen;391784,28571428574
5326;Munstergeleen;254630,0
5327;Munsterveld;220954,54545454544
5328;Muntendam oost;169895,0
5329;Muntendam west;187861,11111111112
5330;Muschberg  Geestenberg;238122,44897959183
5331;Museumplein;2875000,0
5332;Musschemig;137500,0
5333;Mussel;185312,5
5334;Mussel Buitengebied;229000,0
5335;Musselkanaal Centrum;178916,2162162162
5336;Musselkanaal Noord;186337,5
5337;Musselkanaal Zuid;196756,81818181818
5338;Mussenhoek;459642,85714285716
5339;Muziekbuurt;224855,76923076922
5340;Muziekbuurt Noord;260666,66666666666
5341;Muziekbuurt Zuid;279650,0
5342;Muziekland I;263500,0
5343;Muziekland II;431100,0
5344;Muziekland III;302000,0
5345;Muziekland IV;351778,26086956525
5346;Muziekwijk Noord;256752,9411764706
5347;Muziekwijk Zuid;230751,12903225806
5348;Mythologiebuurt;191477,27272727274
5349;Máximapark;603625,0
5350;N.O. van Schaarsbergen;394166,6666666667
5351;Naaldwijk Centrumgebied;306910,71428571426
5352;Naarden Vesting;622788,8888888889
5353;Naardermeerkwartier;388400,0
5354;Naarderwoonbos;1212500,0
5355;Naastenbest;273000,0
5356;Nachtegaalbuurt;294212,7659574468
5357;Nadorst;242105,26315789475
5358;Nagelbeek Hegge;253666,66666666666
5359;Nagele landelijk gebied;244500,0
5360;Nagele woonkern;213314,2857142857
5361;Namiddagsche Driessen;185500,0
5362;Napels;125000,0
5363;Nassaubuurt;436526,37362637365
5364;Nassaukwartier en Hout;410155,1724137931
5365;Nassauwijk;373647,0588235294
5366;Nattenhoven;204500,0
5367;Natuurkundigenbuurt;221491,66666666666
5368;Natuurkundigenbuurt oost;331620,6896551724
5369;Natuurkundigenbuurt west;300437,5
5370;Nautena noord/Havenstraat;298606,0606060606
5371;Nautena zuid/Schulpkamp;269764,70588235295
5372;Nazareth;166615,38461538462
5373;Neck (gedeeltelijk);276777,77777777775
5374;Neckardreef en omgeving;183411,76470588235
5375;Neder Hardinxveld;310705,1282051282
5376;Nederasselt;335500,0
5377;Nederhemert Noordzijde;297833,3333333333
5378;Nederland;350000,0
5379;Nederweert;320032,7868852459
5380;Nederweert Eind;342136,36363636365
5381;Nederwetten;413583,3333333333
5382;Nederwoud;590625,0
5383;Neede;227447,76119402985
5384;Neerbeek;274260,0
5385;Neerbosch Oost;219817,02127659574
5386;Neerbosch West;375000,0
5387;Neerijnen;713750,0
5388;Neerkant;281681,8181818182
5389;Neerpolder en Parallelweg;1100000,0
5390;Neethofbuurt;1110333,3333333333
5391;Negen Nessen;323590,9090909091
5392;Negenhuizen en Zouteveen;1620000,0
5393;Neksloot;175055,55555555556
5394;Nelson Mandelabuurt;304375,0
5395;Neptunusplein;312604,1666666667
5396;Neringpassage;138590,9090909091
5397;Nes;293448,275862069
5398;Nes aan de Amstel;600909,0909090909
5399;Nes e.o.;671857,1428571428
5400;Nesdijk;274130,4347826087
5401;Nesse;450000,0
5402;Nesselande;446121,546961326
5403;Netersel;345809,5238095238
5404;Netterden;308166,6666666667
5405;Newtonbuurt;147405,4054054054
5406;Niawier;197875,0
5407;Nibbixwoud en Wijzend;242750,0
5408;Nico Bergsteijn;310232,35294117645
5409;Niebert;322800,0
5410;Niehove;214250,0
5411;Niekerk;265136,36363636365
5412;Nienoordsrand;361142,85714285716
5413;Niesoord;497166,6666666667
5414;Nietap;352450,0
5415;Nieuw  en Sint Joosland;168083,33333333334
5416;Nieuw Amsterdam Centrum;231702,12765957447
5417;Nieuw Annerveen;375000,0
5418;Nieuw Assendorp;265100,0
5419;Nieuw Balinge;262090,9090909091
5420;Nieuw Beerta;99500,0
5421;Nieuw Beijerland;347420,45454545453
5422;Nieuw Bergen Kern;229850,0
5423;Nieuw Bonaventura;231234,21875
5424;Nieuw Borgvliet;213466,66666666666
5425;Nieuw Buinen;188903,77358490566
5426;Nieuw Crooswijk;533464,2857142857
5427;Nieuw Den Helder Zuid Oost;187789,47368421053
5428;Nieuw Dijk;255500,0
5429;Nieuw Dordrecht Centrum;162764,70588235295
5430;Nieuw Einde;168115,38461538462
5431;Nieuw Engeland  Th. a. Kempisplantsoen en omgevin;327865,9793814433
5432;Nieuw Essesteijn / Zijdezigt;442900,0
5433;Nieuw Guineabuurt;374291,6666666667
5434;Nieuw Haamstede;545961,5384615385
5435;Nieuw Heeten;262000,0
5436;Nieuw Helvoet;254642,85714285713
5437;Nieuw Hoograven Noord;298300,0
5438;Nieuw Hoograven Zuid;266771,4285714286
5439;Nieuw Kinderdijk;226500,0
5440;Nieuw Loosdrechtsedijk;479247,42268041236
5441;Nieuw Lotbroek Noord;157550,0
5442;Nieuw Lotbroek Zuid;224261,30952380953
5443;Nieuw Middelburg;172945,45454545456
5444;Nieuw Noord   bedrijven;389000,0
5445;Nieuw Noord   wonen;367111,1111111111
5446;Nieuw Roden;286818,1818181818
5447;Nieuw Scheemda;212000,0
5448;Nieuw Schoonebeek;285000,0
5449;Nieuw Sloten Noordoost;462555,55555555556
5450;Nieuw Sloten Noordwest;371107,14285714284
5451;Nieuw Sloten Zuidoost;313250,0
5452;Nieuw Sloten Zuidwest;382666,7727272727
5453;Nieuw Steyl;175861,11111111112
5454;Nieuw Veld;337416,6666666667
5455;Nieuw Vennep 't Kabel;254000,0
5456;Nieuw Vennep Getsewoud Noord;394370,3703703704
5457;Nieuw Vennep Getsewoud Zuid;368946,1538461539
5458;Nieuw Vennep Linquenda;288499,01960784313
5459;Nieuw Vennep Omgeving;529800,0
5460;Nieuw Vennep Oost;728333,3333333334
5461;Nieuw Vennep Welgelegen;261318,085106383
5462;Nieuw Vennep Welgelegen Noord;326050,0
5463;Nieuw Vennep West;289434,375
5464;Nieuw Vennep Zuid;330602,9411764706
5465;Nieuw Vossemeer;241996,0
5466;Nieuw Waldeck;225628,57142857142
5467;Nieuw Wassenaar;1010625,0
5468;Nieuw Wehl Centrum;271062,5
5469;Nieuw Wehl Noord;439000,0
5470;Nieuw Wehl Noordoost;575000,0
5471;Nieuw Woelwijck;235666,66666666666
5472;Nieuw Wolfslaar;561625,0
5473;Nieuw gebied;314041,17647058825
5474;Nieuwaal;343875,0
5475;Nieuwbouw Dorp;330750,0
5476;Nieuwdorp;194735,29411764705
5477;Nieuwdorp (Kern);203900,0
5478;Nieuwdorp Bontebrug;171500,0
5479;Nieuwe Ban;263597,0588235294
5480;Nieuwe Diep/Diemerpark;1295000,0
5481;Nieuwe Erven;242000,0
5482;Nieuwe Haven en omgeving;399950,0
5483;Nieuwe Kadekwartier;291000,0
5484;Nieuwe Kamp;370000,0
5485;Nieuwe Kerk e.o.;583000,0
5486;Nieuwe Krim;297750,0
5487;Nieuwe Landen;245442,85714285713
5488;Nieuwe Markt e.o.;254767,44186046513
5489;Nieuwe Molen;514357,14285714284
5490;Nieuwe Niedorp;286296,875
5491;Nieuwe Oosterhei;283178,5714285714
5492;Nieuwe Park Oost;327829,54545454547
5493;Nieuwe Pekela;163864,58333333334
5494;Nieuwe Sloot;215700,0
5495;Nieuwe Steen   Buurt 22 00;363000,0
5496;Nieuwe Steen   Buurt 22 01;175000,0
5497;Nieuwe Tonge woonkern;242300,0
5498;Nieuwe Vaart;424535,71428571426
5499;Nieuwe Werk;530290,0
5500;Nieuwe Westen;410061,4285714286
5501;Nieuwe Wetering;459666,6666666667
5502;Nieuwe gagels;275930,4347826087
5503;Nieuwe waterweg;325000,0
5504;Nieuwebrug;241400,0
5505;Nieuwediep;371750,0
5506;Nieuwegracht Oost;727590,9090909091
5507;Nieuwehorne;277888,8888888889
5508;Nieuweland 1;393400,0
5509;Nieuweland 2;356166,6666666667
5510;Nieuweland 3;305890,9090909091
5511;Nieuweland 4;409500,0
5512;Nieuweland 5;327125,0
5513;Nieuwenberg;309500,0
5514;Nieuwendammerdijk Oost;500000,0
5515;Nieuwendammmerdijk West;586000,0
5516;Nieuwendijk (gedeeltelijk);273000,0
5517;Nieuwendijk Noord;466800,0
5518;Nieuwenhagerheide;207559,375
5519;Nieuwenhoorn;269213,04347826086
5520;Nieuwer Ter Aa;247500,0
5521;Nieuwerkerk;245895,83333333334
5522;Nieuweroord kern;89500,0
5523;Nieuwersluis;734750,0
5524;Nieuweschans Centrum;129133,33333333333
5525;Nieuweschans De Bron;285000,0
5526;Nieuweschans Nieuwbouw;97660,42857142857
5527;Nieuweschoot;625000,0
5528;Nieuwesluis;282250,0
5529;Nieuwestad;215000,0
5530;Nieuweweg;194500,0
5531;Nieuweweg en omgeving;450000,0
5532;Nieuwkoop;527172,4137931034
5533;Nieuwkuijk;301980,0
5534;Nieuwland;317398,6842105263
5535;Nieuwland Kern;233500,0
5536;Nieuwlandbuurt;239500,0
5537;Nieuwlande kern;238454,54545454544
5538;Nieuwleusen Centrum noord;255444,44444444444
5539;Nieuwleusen Centrum zuid;309928,5714285714
5540;Nieuwleusen Noord;303625,0
5541;Nieuwleusen Zuid;291500,0
5542;Nieuwmarkt;670700,0
5543;Nieuwolda;168214,2857142857
5544;Nieuwoord;326234,0425531915
5545;Nieuwpoort;247088,0
5546;Nieuwstad en Coehoornsingel;375055,55555555556
5547;Nieuwstadt Centrum;265000,0
5548;Nieuwstraat;311468,75
5549;Nieuwstraat Horick Kampersweg;404666,6666666667
5550;Nieuwstraat en omgeving;119500,0
5551;Nieuwveen;409285,71428571426
5552;Nieuwveenselanden;185500,0
5553;Nieuwveenseweg;495000,0
5554;Nieuwvliet;317000,0
5555;Nieuwvliet Bad Oost en  West;247000,0
5556;Niezijl;156166,66666666666
5557;Nigtevecht Dorp;521772,7272727273
5558;Nigtevecht Garsten;895000,0
5559;Nij Altoenae;182833,33333333334
5560;Nij beets;252035,7142857143
