;global_id;postcode;Gemeentenaam;Buurtnaam;Afstand_tot_huisartsenpraktijk_km
79419;4139278;5424VB;Gemert Bakel                            ;Elsendorp;3
79420;4138886;2353TG;Leiderdorp                              ;Winkelhof;2
79427;4210636;1013WN;Amsterdam                               ;Spaarndammerbuurt Midden;2
79433;4168182;1052CL;Amsterdam                               ;De Wittenbuurt Noord;2
79445;4213141;7003DC;Doetinchem                              ;Schöneveld Zuid;3
79465;4169027;7001AV;Doetinchem                              ;Stadscentrum Zuid;3
79471;4214537;7412WJ;Deventer                                ;Lange Zandstraat;4
79473;4141446;9741EB;Groningen                               ;Selwerd;4
79476;4201655;6511WD;Nijmegen                                ;Benedenstad;4
79478;4214973;1017TK;Amsterdam                               ;Weteringbuurt;3
79481;4215199;5211SG;s Hertogenbosch                        ;Binnenstad Oost;3
79482;4170557;1053DG;Amsterdam                               ;Da Costabuurt Zuid;2
79488;4201909;7323EW;Apeldoorn                               ;Anklaar;4
79490;4170424;1181JN;Amstelveen                              ;Vredeveldbuurt;4
79498;4170753;2406XK;Alphen aan den Rijn                     ;Van Boetzelaerstraat;4
79503;4171042;5492CL;Meierijstad                             ;Sint Oedenrode Centrum Noord;4
79510;4202498;3028GM;Rotterdam                               ;Oud Mathenesse;4
79514;4143074;3028GE;Rotterdam                               ;Oud Mathenesse;4
79520;4203386;2411GV;Bodegraven Reeuwijk                     ;Dronenwijk;4
79521;4171681;1058TC;Amsterdam                               ;Westlandgrachtbuurt;3
79530;4180211;2941NA;Krimpenerwaard                          ;Koninginnenbuurt;4
79532;4217966;4332AN;Middelburg                              ;Binnenstad;3
79538;4172836;5402XK;Uden                                    ;Hoevenseveld;4
79542;4205786;7478RD;Hof van Twente                          ;Diepenheim Zuid;4
79544;4221078;4902BD;Oosterhout                              ;Slotjes West;4
79548;4206452;2691XJ;Westland                                ;V/d kasteelewijk;4
79565;4145604;3524DA;Utrecht                                 ;Lunetten Noord;4
79568;4145814;4761DC;Moerdijk                                ;Centrum;4
79575;4208408;1911LH;Uitgeest                                ;Waldijk;4
79577;4224079;5212TP;s Hertogenbosch                        ;De Muntel;3
79581;4209894;1223NS;Hilversum                               ;Liebergen;4
79584;4175754;7412WJ;Deventer                                ;Lange Zandstraat;4
79596;4212270;1622CB;Hoorn                                   ;Grote Waal   Buurt 13 03;4
79606;4149455;2431XV;Nieuwkoop                               ;Uitbreiding dorpskern Noorden;3
79610;4213822;1054XM;Amsterdam                               ;Cremerbuurt West;4
79618;4177677;3328DP;Dordrecht                               ;Vredenburg en omgeving;4
79619;4214306;3816KJ;Amersfoort                              ;Verdiweg;3
79625;4230670;6713NR;Ede                                     ;Beatrixpark;4
79628;4180340;3515XM;Utrecht                                 ;Tuinwijk West;3
79632;4215183;5211SG;s Hertogenbosch                        ;Binnenstad Oost;3
79642;4216534;9073GK;Ferwerderadiel                          ;Marrum;3
79647;4154580;9671CC;Oldambt                                 ;Winschoten Centrum;4
79650;4182663;4131GZ;Vianen                                  ;Vijfheerenlanden;4
79653;4166569;2161PC;Lisse                                   ;Oranjewijk;3
79655;4182870;5042PG;Tilburg                                 ;Bokhamer West;3
79658;4234795;2023RM;Haarlem                                 ;Bomenbuurt west;4
79669;4184630;2544AN;s Gravenhage                           ;Morgenstond West;4
79670;4184696;3328HV;Dordrecht                               ;Blaauwweg en omgeving;3
79675;4236246;3533VH;Utrecht                                 ;Oog in Al;4
79681;4169270;8012AV;Zwolle                                  ;Oud Assendorp;3
79684;4237769;2665TR;Lansingerland                           ;Oranjebuurt;3
79688;4187717;3112BL;Schiedam                                ;Rotterdamsedijk;4
79694;4222580;2585GP;s Gravenhage                           ;Archipelbuurt;3
79696;4223353;3037AN;Rotterdam                               ;Liskwartier;3
79697;4188824;9151HC;Dongeradeel                             ;Holwerd;4
79702;4191915;1056AH;Amsterdam                               ;Robert Scottbuurt West;3
79703;4171210;7721BL;Dalfsen                                 ;Dalfsen Centrum;3
79709;4224547;5211WG;s Hertogenbosch                        ;Het Zand;3
79717;4173629;8061JA;Zwartewaterland                         ;Hasselt Kern;3
79722;4175256;5037JK;Tilburg                                 ;Notre Dame;3
79725;4175568;1055AM;Amsterdam                               ;Erasmusparkbuurt West;2
79726;4194879;1601CL;Enkhuizen                               ;Boerenhoek Molenweg Burgwal;4
79727;4243438;1053SN;Amsterdam                               ;Bellamybuurt Zuid;3
79732;4227685;1016EB;Amsterdam                               ;Felix Meritisbuurt;2
79742;4228702;3523HL;Utrecht                                 ;Nieuw Hoograven Noord;2
79760;4231154;1077JC;Amsterdam                               ;Prinses Irenebuurt;4
79761;4178813;1016EX;Amsterdam                               ;Felix Meritisbuurt;2
79764;4179618;1023EA;Amsterdam                               ;Tuindorp Nieuwendam Oost;4
79770;4248907;5644RJ;Eindhoven                               ;Genneperzijde;4
79773;4200251;1056GZ;Amsterdam                               ;Landlust Zuid;3
79789;4248802;7462VC;Rijssen Holten                          ;Kern rand Zuid;4
79795;4234349;3328DP;Dordrecht                               ;Vredenburg en omgeving;4
79802;4185092;2951CH;Alblasserdam                            ;Florabuurt;2
79803;4250945;5708ZP;Helmond                                 ;De Veste;4
79806;4251261;5051VB;Goirle                                  ;Goirle Centrum;2
79808;4185782;6686CC;Lingewaard                              ;Doornenburg;4
79809;4236905;2807EJ;Gouda                                   ;Molenbuurt;3
79810;4237600;1075EC;Amsterdam                               ;Willemsparkbuurt Noord;3
79812;4204385;1053DV;Amsterdam                               ;Da Costabuurt Noord;2
79815;4208291;1058DN;Amsterdam                               ;Postjeskade e.o.;4
79821;4205860;5644TR;Eindhoven                               ;Genneperzijde;4
79824;4253215;2011JM;Haarlem                                 ;Bakenes;4
79828;4239964;1091JZ;Amsterdam                               ;Oosterparkbuurt Zuidwest;2
79837;4191832;1053EM;Amsterdam                               ;Bellamybuurt Zuid;3
79838;4216284;3331HM;Zwijndrecht                             ;Prinsessenbuurt;3
79851;4219952;1951EG;Velsen                                  ;Duinvlietbuurt;3
79852;4190446;1098LW;Amsterdam                               ;Middenmeer Noord;2
79859;4244153;8303ED;Noordoostpolder                         ;Emmeloord Revelsant Noord;4
79860;4244335;4902DG;Oosterhout                              ;Slotjes West;4
79861;4195533;2563GR;s Gravenhage                           ;Valkenboskwartier;3
79863;4222569;9671JC;Oldambt                                 ;Winschoten Centrum;4
79866;4245311;1033BJ;Amsterdam                               ;Tuindorp Oostzaan Oost;3
79869;4224340;1058BG;Amsterdam                               ;Paramariboplein e.o.;3
79870;4245760;1071VD;Amsterdam                               ;Duivelseiland;1
79873;4197786;8011AW;Zwolle                                  ;Kamperpoort;3
79875;4225810;2562CD;s Gravenhage                           ;Koningsplein en omgeving;4
79876;4198536;9723DC;Groningen                               ;De Meeuwen;3
79877;4247066;3581MT;Utrecht                                 ;Oudwijk;3
79878;4247121;7551HC;Hengelo                                 ;Elsbeek;4
79887;4258779;5014RX;Tilburg                                 ;Sint Pieterspark;4
79891;4227956;1081GP;Amsterdam                               ;Buitenveldert Zuidwest;4
79899;4260144;3131BK;Vlaardingen                             ;Centrum;3
79902;4230747;5175BN;Loon op Zand                            ;Mussenhoek;4
79906;4249593;2563XD;s Gravenhage                           ;Valkenboskwartier;3
79917;4202698;1401CD;Gooise Meren                            ;Bredius Oost;4
79924;4250040;3022RE;Rotterdam                               ;Nieuwe Westen;3
79930;4204245;1104ML;Amsterdam                               ;Kortvoort;2
79940;4239622;7606JM;Almelo                                  ;Ossenkoppelerhoek West;4
79952;4246245;8801DL;Waadhoeke                               ;Franeker   Professorenbuurt;3
79954;4211041;3071AS;Rotterdam                               ;Kop van Zuid   Entrepot;3
79976;4563868;2593CL;s Gravenhage                           ;Bezuidenhout Oost;4
79979;4214418;2264DB;Leidschendam Voorburg                   ;Verzetsheldenwijk;4
79980;4214657;6713NR;Ede                                     ;Beatrixpark;4
80004;4248761;6041JD;Roermond                                ;Roerzicht;3
80005;4248703;5551ES;Valkenswaard                            ;De Belleman;4
80006;4219807;4904MP;Oosterhout                              ;Componistenbuurt;4
80014;4270770;9671CC;Oldambt                                 ;Winschoten Centrum;4
80036;4271736;4701EV;Roosendaal                              ;Centrum Oud;3
80044;4228061;6019CB;Maasgouw                                ;Wessem;4
80050;4563869;2593CL;s Gravenhage                           ;Bezuidenhout Oost;4
80051;4563871;2593CL;s Gravenhage                           ;Bezuidenhout Oost;4
80052;4563874;2593CL;s Gravenhage                           ;Bezuidenhout Oost;4
80053;4563863;2593CL;s Gravenhage                           ;Bezuidenhout Oost;4
80071;4231600;6431KH;Heerlen                                 ;Hoensbroek Centrum;4
80073;4231551;2566LC;s Gravenhage                           ;Bomenbuurt;4
80076;4274429;3824VH;Amersfoort                              ;Centrum Wat;4
80081;4282135;7462TN;Rijssen Holten                          ;Kern rand Zuid;4
80086;4302865;6512HX;Nijmegen                                ;Bottendaal;4
80090;4348132;2036RE;Haarlem                                 ;De Burgen;4
80106;4358910;2564JH;s Gravenhage                           ;Vruchtenbuurt;4
80111;4359081;1213EN;Hilversum                               ;Schilderskwartier;4
80117;4244607;2641GX;Pijnacker Nootdorp                      ;Pijnacker Centrum/Dorp;4
80118;4359216;6217GP;Maastricht                              ;Brusselsepoort;4
80125;4359460;2742GP;Waddinxveen                             ;Groenswaard 3;3
80141;4402009;2518BW;s Gravenhage                           ;Zeeheldenkwartier;4
80144;4563870;2593CL;s Gravenhage                           ;Bezuidenhout Oost;4
80147;4563862;2593CL;s Gravenhage                           ;Bezuidenhout Oost;4
80148;4359846;1054WJ;Amsterdam                               ;Cremerbuurt Oost;3
80155;4058905;2586EN;s Gravenhage                           ;Scheveningen Badplaats;3
80170;4030454;2641HB;Pijnacker Nootdorp                      ;Pijnacker Centrum/Dorp;4
80172;4059887;3233TR;Westvoorne                              ;Goudhoek;3
80174;4060209;3822BV;Amersfoort                              ;Muziekbuurt Zuid;4
80184;4060835;8261HD;Kampen                                  ;Binnenstad Kampen;4
80194;4062555;3581TR;Utrecht                                 ;Oudwijk;3
80198;4061915;7351AD;Apeldoorn                               ;Hoenderloo;4
80200;4062183;3817DM;Amersfoort                              ;Rubensstraat;4
80201;4061043;2561VG;s Gravenhage                           ;Heesterbuurt;2
80218;4066114;2517CG;s Gravenhage                           ;Sweelinckplein en omgeving;3
80227;4067286;3201AZ;Nissewaard                              ;Centrum Oost;3
80229;4067303;1068JH;Amsterdam                               ;Osdorp Zuidoost;4
80248;4069872;1401RA;Gooise Meren                            ;Hooftlaan;3
80250;4069888;7415DJ;Deventer                                ;Ludgeruskwartier;4
80252;4070265;1057ZL;Amsterdam                               ;Kortenaerkwartier;4
80253;4073741;6686BC;Lingewaard                              ;Doornenburg;4
80258;4073005;3404CB;IJsselstein                             ;Het Hart;4
80261;4069345;1072AZ;Amsterdam                               ;Cornelis Troostbuurt;4
80266;4071196;4761BK;Moerdijk                                ;Centrum;4
80279;4058420;6865NN;Renkum                                  ;Doorwerth Zuid;4
80292;4073290;3255LV;Goeree Overflakkee                      ;Oude Tonge prinsessenbuurt handelskade;4
80294;4060719;6713NL;Ede                                     ;Beatrixpark;4
80298;4078517;1075HM;Amsterdam                               ;Valeriusbuurt Oost;3
80318;4061617;1061CB;Amsterdam                               ;Kolenkitbuurt Zuid;3
80321;4075937;1034BV;Amsterdam                               ;Banne Zuidwest;2
80332;4077492;4835KP;Breda                                   ;Ginneken;4
80333;4077498;4835KP;Breda                                   ;Ginneken;4
80335;4077695;5611KL;Eindhoven                               ;Bergen;4
80337;4063862;4873GK;Etten Leur                              ;Banakkers 3;4
80339;4085287;5345TD;Oss                                     ;Hoefeind;4
80342;4065144;3554GN;Utrecht                                 ;Schaakbuurt en omgeving;4
80345;4079159;5262HP;Vught                                   ;De Baarzen;4
80355;4065873;9723DC;Groningen                               ;De Meeuwen;3
80376;4067346;2586GS;s Gravenhage                           ;Scheveningen Badplaats;3
80387;4058474;2564JJ;s Gravenhage                           ;Vruchtenbuurt;4
80417;4095591;1018SK;Amsterdam                               ;Czaar Peterbuurt;3
80431;4070149;2015EA;Haarlem                                 ;Ramplaankwartier;3
80434;4096505;4835KP;Breda                                   ;Ginneken;4
80435;4096511;4835KP;Breda                                   ;Ginneken;4
80449;4086291;5683KD;Best                                    ;Centrum;3
80450;4071049;1077TP;Amsterdam                               ;Minervabuurt Midden;3
80452;4071102;2101ZH;Heemstede                               ;Centrum;4
80453;4065294;7011VG;Doetinchem                              ;Vulcaansoord en het Richtersbos Zuid;4
80455;4069959;2011RM;Haarlem                                 ;Bakenes;4
80457;4071506;3024EP;Rotterdam                               ;Schiemond;4
80460;4086840;1055LX;Amsterdam                               ;Erasmusparkbuurt Oost;2
80472;4067320;1098TR;Amsterdam                               ;Middenmeer Zuid;4
80475;4067722;1054AP;Amsterdam                               ;Helmersbuurt Oost;1
80476;4088778;3116ED;Schiedam                                ;Nassaubuurt;3
80505;4104109;2692CT;Westland                                ;Zandevelt;4
80524;4072435;8121BN;Olst Wijhe                              ;Olst Centrum Oost;4
80527;4072695;4381RT;Vlissingen                              ;Scheldestraat e.o.;4
80530;4075428;3038XP;Rotterdam                               ;Bergpolder;4
80532;4091772;1016PK;Amsterdam                               ;Elandsgrachtbuurt;4
80538;4106345;1058AK;Amsterdam                               ;Paramariboplein e.o.;3
80539;4072922;4434AR;Borsele                                 ;Kwadendamme (Kern);2
80547;4076532;2573XM;s Gravenhage                           ;Oostbroek Zuid;4
80548;4106484;2036PE;Haarlem                                 ;De Burgen;4
80550;4074155;2026ZE;Haarlem                                 ;Roemer Visscherbuurt;3
80553;4125459;1061CB;Amsterdam                               ;Kolenkitbuurt Zuid;3
80561;4077477;4835KP;Breda                                   ;Ginneken;4
80567;4118045;1077XP;Amsterdam                               ;Prinses Irenebuurt;4
80572;4075615;3137WH;Vlaardingen                             ;Kruidenbuurt;4
80574;4095012;9641JP;Veendam                                 ;Veendam Zuid;4
80575;4075903;2564CS;s Gravenhage                           ;Vruchtenbuurt;4
80579;4095328;3841BS;Harderwijk                              ;Binnenstad Noord;3
80584;4119480;6417CG;Heerlen                                 ;Aarveld;3
80585;4119488;3404CC;IJsselstein                             ;Het Hart;4
80588;4079713;6462HX;Kerkrade                                ;Nulland;4
80600;4078085;1402EB;Gooise Meren                            ;Donderstraat;4
80604;4080769;3881BM;Putten                                  ;Putten Centrum;4
80609;4079447;1076JA;Amsterdam                               ;Van Tuyllbuurt;3
80613;4122236;1056PX;Amsterdam                               ;Jan Maijenbuurt;3
80615;4081796;3134NW;Vlaardingen                             ;Oostbuurt;3
80618;4122549;1111TP;Diemen                                  ;Buytenstee;3
80627;4078909;5708ZP;Helmond                                 ;De Veste;4
80633;4079922;1015JE;Amsterdam                               ;Driehoekbuurt;2
80639;4101889;8404GR;Opsterland                              ;Langezwaag;4
80644;4081611;3769XC;Soest                                   ;Soesterberg Kom;3
80651;4102549;3265LJ;Korendijk                               ;Piershil;4
80652;4103142;1601RN;Enkhuizen                               ;Boerenhoek Molenweg Burgwal;4
80657;4124916;3083CG;Rotterdam                               ;Carnisse;3
80661;4083627;6717SP;Ede                                     ;Elskamp;4
80669;4126408;1019KE;Amsterdam                               ;Entrepot Noordwest;3
80670;4105223;1077XR;Amsterdam                               ;Prinses Irenebuurt;4
80673;4126696;7423AD;Deventer                                ;Het Oostrik;4
80675;4084641;4707CB;Roosendaal                              ;Kroeven Noordoost;4
80680;4085270;2586XW;s Gravenhage                           ;Rijslag;3
80682;4085089;1215CK;Hilversum                               ;Schrijverskwartier;4
80694;4106419;5551ES;Valkenswaard                            ;De Belleman;4
80701;4106571;8331DA;Steenwijkerland                         ;De gagels;4
80705;4107424;8321LR;Urk                                     ;De Reede;4
80706;4087979;2593CN;s Gravenhage                           ;Bezuidenhout Oost;4
80713;4118845;5051VB;Goirle                                  ;Goirle Centrum;2
80717;4119105;3553CN;Utrecht                                 ;Elinkwijk en omgeving;4
80720;4102052;1053WL;Amsterdam                               ;Da Costabuurt Noord;2
80722;4129121;3514TA;Utrecht                                 ;Vogelenbuurt;2
80724;4120052;3769XT;Soest                                   ;Soesterberg Kom;3
80755;4089734;5345BC;Oss                                     ;Hoefeind;4
80759;4131082;2026VH;Haarlem                                 ;Muiderkring;2
80764;4131283;5348JH;Oss                                     ;Berghemseweg Zuid;3
80772;4090748;1403HA;Gooise Meren                            ;Ooster Eng Zuid;4
80785;4123530;4486AC;Noord Beveland                          ;Colijnsplaat;3
80786;4271264;2512EP;s Gravenhage                           ;Zuidwal;4
80787;4271267;2512EP;s Gravenhage                           ;Zuidwal;4
80790;4124017;1023VH;Amsterdam                               ;Tuindorp Nieuwendam Oost;4
80797;4090328;3205AR;Nissewaard                              ;Beverveen;4
80803;4091000;1081BK;Amsterdam                               ;Buitenveldert Zuidwest;4
80805;4090782;8605DL;Súdwest Fryslân                         ;Het Eiland;3
80806;4090758;6706AM;Wageningen                              ;Benedenbuurt;4
80813;4091308;1181JA;Amstelveen                              ;Vredeveldbuurt;4
80815;4091480;4824SR;Breda                                   ;Gageldonk;4
80821;4133695;7203AN;Zutphen                                 ;Deventerweg en Polbeek;4
80824;4125753;8651AB;Súdwest Fryslân                         ;Nijezijl Roodhem;4
80827;4090915;1072TM;Amsterdam                               ;Hercules Seghersbuurt;3
80828;4133951;2015GG;Haarlem                                 ;Ramplaankwartier;3
80830;4092282;3315WS;Dordrecht                               ;Amazone en omgeving;3
80835;4092512;2021XK;Haarlem                                 ;Nelson Mandelabuurt;3
80840;4134733;2692CS;Westland                                ;Zandevelt;4
80841;4134818;7001BT;Doetinchem                              ;Stadscentrum Zuid;3
80843;4091649;3022CD;Rotterdam                               ;Nieuwe Westen;3
80851;4093985;1079LW;Amsterdam                               ;Rijnbuurt Oost;3
80854;4092681;3404CA;IJsselstein                             ;Het Hart;4
80858;4135440;3515VW;Utrecht                                 ;Tuinwijk West;3
80861;4093606;5629MC;Eindhoven                               ;Blixembosch Oost;4
80881;4136414;3231CE;Brielle                                 ;Brielle;4
80884;4096223;1911LH;Uitgeest                                ;Waldijk;4
80886;4129600;5831KR;Boxmeer                                 ;De Elzen;4
80888;4094219;2941AB;Krimpenerwaard                          ;Voorstraat en Centrum;4
80889;4096818;7513BX;Enschede                                ;Horstlanden Stadsweide;3
80892;4097210;4515CD;Sluis                                   ;IJzendijke;4
80893;4136853;2555VR;s Gravenhage                           ;Componistenbuurt;3
80895;4277164;1363CJ;Almere                                  ;Europakwartier;4
80900;4130097;3743ET;Baarn                                   ;Amaliapark;4
80902;4095481;3119XT;Schiedam                                ;Hollandiabuurt;2
80917;4096496;4835KP;Breda                                   ;Ginneken;4
80918;4096514;4835KP;Breda                                   ;Ginneken;4
80919;4277261;1363CJ;Almere                                  ;Europakwartier;4
80920;4096491;4835KP;Breda                                   ;Ginneken;4
80923;4138280;2283GR;Rijswijk                                ;Stationskwartier;4
80925;4097362;2515XC;s Gravenhage                           ;Rivierenbuurt Noord;4
80929;4277264;1363CJ;Almere                                  ;Europakwartier;4
80937;4100585;3521CG;Utrecht                                 ;Dichterswijk;4
80940;4098875;4507BC;Sluis                                   ;Schoondijke;4
80944;4099028;7423AD;Deventer                                ;Het Oostrik;4
80951;4099777;1073HN;Amsterdam                               ;Burgemeester Tellegenbuurt West;3
80960;4100489;3814TD;Amersfoort                              ;Evertsenstraat;4
80965;4102978;2805SB;Gouda                                   ;Ouwe Gouwe;4
80967;4101028;2481AG;Kaag en Braassem                        ;Woubrugge West;4
80968;4101871;1181GM;Amstelveen                              ;Kruiskerkbuurt;4
80974;4103464;3334SM;Zwijndrecht                             ;Vogelbuurt West;3
80990;4101618;1013PT;Amsterdam                               ;Zeeheldenbuurt;3
80996;4136677;2587BT;s Gravenhage                           ;Rijslag;3
81000;4103382;3515XM;Utrecht                                 ;Tuinwijk West;3
81002;4141778;1223LS;Hilversum                               ;Liebergen;4
81007;4142684;2071SK;Velsen                                  ;Kerkerinkbuurt;3
81010;4106389;2611VJ;Delft                                   ;Centrum Zuidoost;4
81011;4104471;7203AE;Zutphen                                 ;Deventerweg en Polbeek;4
81012;4105199;5348JW;Oss                                     ;Centrum Zuid;4
81014;4138167;5463BR;Meierijstad                             ;Veghel Zuid 1;3
81020;4105108;8021DE;Zwolle                                  ;Het Noorden;4
81024;4139292;6521CX;Nijmegen                                ;Altrade;4
81028;4119387;1082XK;Amsterdam                               ;Gelderlandpleinbuurt;4
81029;4119553;3554TC;Utrecht                                 ;Schaakbuurt en omgeving;4
81034;4119695;2526HT;s Gravenhage                           ;Schildersbuurt Noord;2
81040;4144382;3051SH;Rotterdam                               ;Hillegersberg Zuid;3
81041;4139968;1013BH;Amsterdam                               ;Westerdokseiland;2
81047;4120512;5296LG;Haaren                                  ;Esch;4
81061;4141906;2266AS;Leidschendam Voorburg                   ;Leidschendam Zuid;4
81066;4146382;7556VB;Hengelo                                 ;Tichelwerk;4
81068;4123082;3028SG;Rotterdam                               ;Oud Mathenesse;4
81069;4123108;4507BC;Sluis                                   ;Schoondijke;4
81074;4117636;3071AS;Rotterdam                               ;Kop van Zuid   Entrepot;3
81077;4146312;3817HK;Amersfoort                              ;Rubensstraat;4
81079;4118082;3023DJ;Rotterdam                               ;Nieuwe Westen;3
81080;4118124;2564JL;s Gravenhage                           ;Vruchtenbuurt;4
81082;4124123;1058XJ;Amsterdam                               ;Paramariboplein e.o.;3
81084;4124270;3134EB;Vlaardingen                             ;Oostbuurt;3
81086;4123619;1054XM;Amsterdam                               ;Cremerbuurt West;4
81091;4147879;4811SP;Breda                                   ;Schorsmolen;4
81092;4147881;9725GB;Groningen                               ;Rivierenbuurt;3
81094;4143750;4815CE;Breda                                   ;Belcrum;4
81095;4143909;3814TL;Amersfoort                              ;Evertsenstraat;4
81097;4123877;2011AM;Haarlem                                 ;Burgwal;3
81098;4124233;1185RK;Amstelveen                              ;Populierenbuurt;4
81100;4143979;2161LB;Lisse                                   ;Dever;3
81106;4148431;2132TZ;Haarlemmermeer                          ;Hoofddorp Zuid;4
81109;4148731;9151HR;Dongeradeel                             ;Holwerd;4
81121;4127428;6713NL;Ede                                     ;Beatrixpark;4
81122;4149822;6904AG;Zevenaar                                ;Molenwijk;4
81133;4364420;2991AH;Barendrecht                             ;Noord 1;4
81145;4364426;2991AH;Barendrecht                             ;Noord 1;4
81146;4129625;4812LS;Breda                                   ;Heuvel;4
81149;4146213;5629RD;Eindhoven                               ;Blixembosch Oost;4
81151;4121044;9741EW;Groningen                               ;Selwerd;4
81153;4146388;9712MG;Groningen                               ;Hortusbuurt Ebbingekwartier;3
81156;4130567;2593ZR;s Gravenhage                           ;Bezuidenhout Oost;4
81171;4131298;1018SK;Amsterdam                               ;Czaar Peterbuurt;3
81182;4131373;3028HN;Rotterdam                               ;Oud Mathenesse;4
81183;4124348;5461JZ;Meierijstad                             ;Koolenkampen en Iepenlaan;4
81186;4124471;3531GG;Utrecht                                 ;Lombok West;3
81209;4126264;3202VD;Nissewaard                              ;Schiekamp Zuid;3
81223;4154690;1104ML;Amsterdam                               ;Kortvoort;2
81233;4166827;4835ED;Breda                                   ;Ginneken;4
81247;4168139;1185LA;Amstelveen                              ;Populierenbuurt;4
81262;4152198;3572EM;Utrecht                                 ;Wittevrouwen;4
81263;4131921;2518BD;s Gravenhage                           ;Zeeheldenkwartier;4
81266;4144380;5402XK;Uden                                    ;Hoevenseveld;4
81268;4078479;2565ES;s Gravenhage                           ;Bloemenbuurt Oost;3
81279;4146825;2518HC;s Gravenhage                           ;Zeeheldenkwartier;4
81283;4147611;2931AG;Krimpenerwaard                          ;Beroepenbuurt;4
81301;4152339;7071AG;Oude IJsselstreek                       ;Ulft Noord;4
81317;4155798;1056CR;Amsterdam                               ;Orteliusbuurt Noord;2
81319;4136014;2513GN;s Gravenhage                           ;Zeeheldenkwartier;4
81325;4154784;4611RA;Bergen op Zoom                          ;Centrum;3
81328;4166524;6718HV;Ede                                     ;De Bossen;4
81329;4136549;1034HC;Amsterdam                               ;Banne Zuidwest;2
81343;4137016;3531XP;Utrecht                                 ;Laan van Nieuw Guinea  Spinozaweg e.o.;4
81346;4168066;3906NH;Veenendaal                              ;Vogelbuurt;4
81354;4180311;2665TK;Lansingerland                           ;Oranjebuurt;3
81355;4168371;5212TL;s Hertogenbosch                        ;De Muntel;3
81366;4138772;7694AZ;Hardenberg                              ;Kloosterhaar Kern;4
81376;4181071;3523EA;Utrecht                                 ;Tolsteeg en Rotsoord;4
81380;4139973;1052AL;Amsterdam                               ;De Wittenbuurt Noord;2
81382;4181653;3531EJ;Utrecht                                 ;Lombok West;3
81393;4170784;1091BG;Amsterdam                               ;Oosterparkbuurt Noordwest;2
81395;4140826;3842EA;Harderwijk                              ;Stadsdennen Midden;4
81406;4171656;4835NH;Breda                                   ;Ginneken;4
81453;4186073;1013SR;Amsterdam                               ;Spaarndammerbuurt Zuidwest;2
81455;4183922;1058TC;Amsterdam                               ;Westlandgrachtbuurt;3
81457;4188246;5912XX;Venlo                                   ;Hagerhof oost;4
81460;4188976;9724KK;Groningen                               ;Oosterpoort;4
81461;4171916;3083MD;Rotterdam                               ;Carnisse;3
81462;4142983;5038SE;Tilburg                                 ;Binnenstad Oost;4
81467;4143772;7323AE;Apeldoorn                               ;Anklaar;4
81468;4185564;4906JB;Oosterhout                              ;Vrachelen Noord;4
81469;4190961;1942EJ;Beverwijk                               ;Ronde Boogaard;4
81477;4143504;2573PE;s Gravenhage                           ;Oostbroek Noord;2
81478;4144271;1111EJ;Diemen                                  ;Centrum Oost;3
81479;4186305;2317SM;Leiden                                  ;Merenwijk Centrum;4
81480;4192097;5402ZA;Uden                                    ;Hoevenseveld;4
81483;4194226;2408CJ;Alphen aan den Rijn                     ;Evenaar West;2
81492;4188240;1973RT;Velsen                                  ;Vissersbuurt;4
81496;4175233;7122VP;Aalten                                  ;Aalten kern Centrum;4
81497;4189685;8916AZ;Leeuwarden                              ;Vogelwijk;4
81505;4175752;5042BB;Tilburg                                 ;Het Zand Noord Oost;3
81507;4147033;4611PR;Bergen op Zoom                          ;Centrum;3
81515;4197896;2596GA;s Gravenhage                           ;Nassaubuurt;3
81518;4147500;2313AC;Leiden                                  ;Tuinstadwijk;2
81522;4147728;9201SZ;Smallingerland                          ;Noordoost;4
81530;4176944;1067MT;Amsterdam                               ;Buurt 8;2
81531;4201161;1211KX;Hilversum                               ;Havenstraatbuurt;3
81532;4190518;2011RR;Haarlem                                 ;Bakenes;4
81538;4202683;5381GW;s Hertogenbosch                        ;Kom Vinkel;4
81552;4148962;3521AV;Utrecht                                 ;Dichterswijk;4
81559;4149782;3083ZG;Rotterdam                               ;Carnisse;3
81566;4178467;2522MH;s Gravenhage                           ;Laakkwartier Oost;4
81567;4150626;1081EG;Amsterdam                               ;Buitenveldert Zuidwest;4
81569;4150846;6686BC;Lingewaard                              ;Doornenburg;4
81570;4150847;5211PP;s Hertogenbosch                        ;De Hofstad;3
81571;4197072;1942ET;Beverwijk                               ;Ronde Boogaard;4
81574;4178932;4233EC;Zederik                                 ;Ameide Kern;4
81590;4211707;1097XV;Amsterdam                               ;Betondorp;3
81597;4212725;1081EG;Amsterdam                               ;Buitenveldert Zuidwest;4
81599;4152136;3817KJ;Amersfoort                              ;Voltastraat;3
81609;4202714;3039DC;Rotterdam                               ;Blijdorp;3
81618;4181173;4001SM;Tiel                                    ;Hertogenwijk;3
81626;4153183;5371BA;Oss                                     ;Ravenstein;4
81635;4215208;5211SG;s Hertogenbosch                        ;Binnenstad Oost;3
81643;4215197;5211SG;s Hertogenbosch                        ;Binnenstad Oost;3
81644;4216788;2406XV;Alphen aan den Rijn                     ;Van Boetzelaerstraat;4
81649;4181939;9401NZ;Assen                                   ;Overcingel;4
81650;4182174;2518GV;s Gravenhage                           ;Zeeheldenkwartier;4
81653;4154727;5402XM;Uden                                    ;Hoevenseveld;4
