;Gemeentenaam;month;koopprijs
2231;Lelystad;4;237327.01149425286
2232;Lelystad;5;233214.77272727274
2233;Lelystad;6;229712.27272727274
2234;Lelystad;7;242969.33333333334
2235;Lelystad;8;227943.83561643836
2236;Lelystad;9;251275.90361445784
2237;Lelystad;10;235203.37404580152
2238;Lelystad;11;237443.0693069307
2239;Lelystad;12;253096.0
2240;Leudal;1;286397.14285714284
2241;Leudal;2;235265.38461538462
2242;Leudal;3;312153.8461538461
2243;Leudal;4;248992.90697674418
2244;Leudal;5;272983.87096774194
2245;Leudal;6;274530.30303030304
2246;Leudal;7;246081.0344827586
2247;Leudal;8;265888.0
2248;Leudal;9;258480.0
2249;Leudal;10;260280.0
2250;Leudal;11;274357.14285714284
2251;Leudal;12;284017.39130434784
2252;Leusden;1;304843.75
2253;Leusden;2;369910.71428571426
2254;Leusden;3;439133.72093023255
2255;Leusden;4;401379.6296296296
2256;Leusden;5;410886.36363636365
2257;Leusden;6;422806.3725490196
2258;Leusden;7;387410.0
2259;Leusden;8;353033.3333333333
2260;Leusden;9;363265.306122449
2261;Leusden;10;322833.3333333333
2262;Leusden;11;352484.40625
2263;Leusden;12;272742.85714285716
2264;Lingewaal;1;314650.0
2265;Lingewaal;2;333750.0
2266;Lingewaal;3;313210.71428571426
2267;Lingewaal;4;359497.0588235294
2268;Lingewaal;5;401000.0
2269;Lingewaal;6;255750.0
2270;Lingewaal;7;421000.0
2271;Lingewaal;8;319000.0
2272;Lingewaal;9;368605.55555555556
2273;Lingewaal;10;331875.0
2274;Lingewaal;11;386700.0
2275;Lingewaal;12;243714.2857142857
2276;Lingewaard;1;298019.23076923075
2277;Lingewaard;2;295960.71428571426
2278;Lingewaard;3;281157.5517241379
2279;Lingewaard;4;262807.6923076923
2280;Lingewaard;5;310364.3076923077
2281;Lingewaard;6;313432.2752293578
2282;Lingewaard;7;283871.7948717949
2283;Lingewaard;8;306390.243902439
2284;Lingewaard;9;273208.8888888889
2285;Lingewaard;10;329880.0
2286;Lingewaard;11;310159.57446808513
2287;Lingewaard;12;349371.7948717949
2288;Lisse;1;313541.6666666667
2289;Lisse;2;308571.4285714286
2290;Lisse;3;379750.0
2291;Lisse;4;378547.61904761905
2292;Lisse;5;319913.04347826086
2293;Lisse;6;312189.6551724138
2294;Lisse;7;352619.04761904763
2295;Lisse;8;459441.17647058825
2296;Lisse;9;338000.0
2297;Lisse;10;343846.1538461539
2298;Lisse;11;363392.85714285716
2299;Lisse;12;381541.6666666667
2300;Lochem;1;329380.95238095237
2301;Lochem;2;332115.3846153846
2302;Lochem;3;344983.3333333333
2303;Lochem;4;366111.1111111111
2304;Lochem;5;378988.37209302327
2305;Lochem;6;410429.1666666667
2306;Lochem;7;334666.6666666667
2307;Lochem;8;405000.0
2308;Lochem;9;429184.4827586207
2309;Lochem;10;330161.29032258067
2310;Lochem;11;415100.0
2311;Lochem;12;372120.6896551724
2312;Loon op Zand;1;336896.22641509434
2313;Loon op Zand;2;288040.625
2314;Loon op Zand;3;279089.28571428574
2315;Loon op Zand;4;298426.6666666667
2316;Loon op Zand;5;281604.1666666667
2317;Loon op Zand;6;309498.07692307694
2318;Loon op Zand;7;302743.75
2319;Loon op Zand;8;296031.25
2320;Loon op Zand;9;270032.14285714284
2321;Loon op Zand;10;321244.44444444444
2322;Loon op Zand;11;318548.3870967742
2323;Loon op Zand;12;279705.0
2324;Lopik;1;367750.0
2325;Lopik;2;367428.5714285714
2326;Lopik;3;486035.71428571426
2327;Lopik;4;564714.2857142857
2328;Lopik;5;493111.1111111111
2329;Lopik;6;336454.54545454547
2330;Lopik;7;322666.6666666667
2331;Lopik;8;477136.36363636365
2332;Lopik;9;264937.5
2333;Lopik;10;372357.14285714284
2334;Lopik;11;331727.2727272727
2335;Lopik;12;326343.75
2336;Loppersum;1;157425.0
2337;Loppersum;2;198900.0
2338;Loppersum;3;185000.0
2339;Loppersum;4;202923.07692307694
2340;Loppersum;5;239625.0
2341;Loppersum;6;224400.0
2342;Loppersum;7;151857.14285714287
2343;Loppersum;8;187000.0
2344;Loppersum;9;247722.22222222222
2345;Loppersum;10;226666.66666666666
2346;Loppersum;11;245250.0
2347;Loppersum;12;187333.33333333334
2348;Losser;1;234000.0
2349;Losser;2;301142.85714285716
2350;Losser;3;304460.0
2351;Losser;4;245227.27272727274
2352;Losser;5;309142.85714285716
2353;Losser;6;246468.75
2354;Losser;7;245118.18181818182
2355;Losser;8;329750.0
2356;Losser;9;259047.61904761905
2357;Losser;10;272130.4347826087
2358;Losser;11;258944.0
2359;Losser;12;287909.0909090909
2360;Maasdriel;1;365583.3333333333
2361;Maasdriel;2;255307.6923076923
2362;Maasdriel;3;296421.05263157893
2363;Maasdriel;4;339180.0
2364;Maasdriel;5;351012.5
2365;Maasdriel;6;370966.6666666667
2366;Maasdriel;7;370815.44444444444
2367;Maasdriel;8;391538.46153846156
2368;Maasdriel;9;374264.70588235295
2369;Maasdriel;10;319673.9130434783
2370;Maasdriel;11;401184.2105263158
2371;Maasdriel;12;332535.71428571426
2372;Maasgouw;1;225454.54545454544
2373;Maasgouw;2;265105.2631578947
2374;Maasgouw;3;239017.24137931035
2375;Maasgouw;4;291220.0
2376;Maasgouw;5;273093.75
2377;Maasgouw;6;251100.0
2378;Maasgouw;7;274315.7894736842
2379;Maasgouw;8;278166.6666666667
2380;Maasgouw;9;244295.45454545456
2381;Maasgouw;10;298022.7272727273
2382;Maasgouw;11;285642.85714285716
2383;Maasgouw;12;287176.4705882353
2384;Maassluis;1;246714.2857142857
2385;Maassluis;2;288200.0
2386;Maassluis;3;258568.42105263157
2387;Maassluis;4;298277.77777777775
2388;Maassluis;5;294118.22580645164
2389;Maassluis;6;248826.08695652173
2390;Maassluis;7;235011.11111111112
2391;Maassluis;8;268310.5263157895
2392;Maassluis;9;268876.3157894737
2393;Maassluis;10;364953.4482758621
2394;Maassluis;11;288723.3333333333
2395;Maassluis;12;344215.6862745098
2396;Maastricht;1;292633.4512195122
2397;Maastricht;2;335362.9259259259
2398;Maastricht;3;328165.1904761905
2399;Maastricht;4;279561.1111111111
2400;Maastricht;5;306354.6511627907
2401;Maastricht;6;288518.07692307694
2402;Maastricht;7;293364.4588235294
2403;Maastricht;8;316906.5238095238
2404;Maastricht;9;346153.125
2405;Maastricht;10;302446.2962962963
2406;Maastricht;11;299179.0573770492
2407;Maastricht;12;301058.90410958906
2408;Marum;1;314050.0
2409;Marum;2;267000.0
2410;Marum;3;233181.81818181818
2411;Marum;4;359500.0
2412;Marum;5;255900.0
2413;Marum;6;316200.0
2414;Marum;7;307555.55555555556
2415;Marum;8;221056.25
2416;Marum;9;309909.0909090909
2417;Marum;10;256181.81818181818
2418;Marum;11;262250.0
2419;Marum;12;277916.6666666667
2420;Medemblik;1;316771.4285714286
2421;Medemblik;2;269533.3333333333
2422;Medemblik;3;288783.7837837838
2423;Medemblik;4;307121.2121212121
2424;Medemblik;5;301161.1111111111
2425;Medemblik;6;298573.9130434783
2426;Medemblik;7;353605.2631578947
2427;Medemblik;8;300202.38095238095
2428;Medemblik;9;281064.10256410256
2429;Medemblik;10;310682.85714285716
2430;Medemblik;11;319260.4166666667
2431;Medemblik;12;300759.25925925927
2432;Meerssen;1;267466.6666666667
2433;Meerssen;2;283250.0
2434;Meerssen;3;313256.0
2435;Meerssen;4;380833.3333333333
2436;Meerssen;5;374500.0
2437;Meerssen;6;327895.652173913
2438;Meerssen;7;241117.64705882352
2439;Meerssen;8;315864.70588235295
2440;Meerssen;9;330571.4285714286
2441;Meerssen;10;300368.4210526316
2442;Meerssen;11;303833.3333333333
2443;Meerssen;12;300615.3846153846
2444;Meierijstad;1;341366.41791044775
2445;Meierijstad;2;320101.5625
2446;Meierijstad;3;319812.5
2447;Meierijstad;4;327877.1929824561
2448;Meierijstad;5;279187.5
2449;Meierijstad;6;339059.5238095238
2450;Meierijstad;7;316914.1414141414
2451;Meierijstad;8;312096.77419354836
2452;Meierijstad;9;350114.75409836066
2453;Meierijstad;10;328111.1111111111
2454;Meierijstad;11;319362.7450980392
2455;Meierijstad;12;300807.6923076923
2456;Meppel;1;256816.66666666666
2457;Meppel;2;254953.125
2458;Meppel;3;283686.0465116279
2459;Meppel;4;274921.05263157893
2460;Meppel;5;270809.5238095238
2461;Meppel;6;240404.25531914894
2462;Meppel;7;259277.77777777778
2463;Meppel;8;217592.59259259258
2464;Meppel;9;266410.25641025644
2465;Meppel;10;256961.53846153847
2466;Meppel;11;267177.77777777775
2467;Meppel;12;307019.23076923075
2468;Middelburg;1;241626.31578947368
2469;Middelburg;2;292948.3333333333
2470;Middelburg;3;237190.0
2471;Middelburg;4;228773.14814814815
2472;Middelburg;5;239089.79591836734
2473;Middelburg;6;273264.70588235295
2474;Middelburg;7;260040.54054054053
2475;Middelburg;8;243313.46153846153
2476;Middelburg;9;238761.81818181818
2477;Middelburg;10;255886.0
2478;Middelburg;11;234188.88888888888
2479;Middelburg;12;264036.5853658537
2480;Midden-Delfland;1;350036.76470588235
2481;Midden-Delfland;2;358750.0
2482;Midden-Delfland;3;318304.6875
2483;Midden-Delfland;4;469900.0
2484;Midden-Delfland;5;386566.6666666667
2485;Midden-Delfland;6;292272.7272727273
2486;Midden-Delfland;7;461102.22222222225
2487;Midden-Delfland;8;406266.6666666667
2488;Midden-Delfland;9;306647.0588235294
2489;Midden-Delfland;10;461373.0789473684
2490;Midden-Delfland;11;420192.3076923077
2491;Midden-Delfland;12;257600.0
2492;Midden-Drenthe;1;282264.70588235295
2493;Midden-Drenthe;2;261886.36363636365
2494;Midden-Drenthe;3;295175.6756756757
2495;Midden-Drenthe;4;239293.10344827586
2496;Midden-Drenthe;5;275206.8965517241
2497;Midden-Drenthe;6;271703.125
2498;Midden-Drenthe;7;285773.07692307694
2499;Midden-Drenthe;8;288171.875
2500;Midden-Drenthe;9;287756.0975609756
2501;Midden-Drenthe;10;262887.5
2502;Midden-Drenthe;11;245250.0
2503;Midden-Drenthe;12;240175.0
2504;Midden-Groningen;1;192138.59649122806
2505;Midden-Groningen;2;187310.0
2506;Midden-Groningen;3;225014.08450704225
2507;Midden-Groningen;4;202430.55555555556
2508;Midden-Groningen;5;203911.45833333334
2509;Midden-Groningen;6;202380.55555555556
2510;Midden-Groningen;7;196705.0
2511;Midden-Groningen;8;257104.44444444444
2512;Midden-Groningen;9;198097.27272727274
2513;Midden-Groningen;10;222820.3125
2514;Midden-Groningen;11;177521.21212121213
2515;Midden-Groningen;12;231238.09523809524
2516;Mill en Sint Hubert;1;349857.14285714284
2517;Mill en Sint Hubert;2;420000.0
2518;Mill en Sint Hubert;3;348833.3333333333
2519;Mill en Sint Hubert;4;354000.0
2520;Mill en Sint Hubert;5;292590.9090909091
2521;Mill en Sint Hubert;6;378785.71428571426
2522;Mill en Sint Hubert;7;379625.0
2523;Mill en Sint Hubert;8;320500.0
2524;Mill en Sint Hubert;9;298500.0
2525;Mill en Sint Hubert;10;293000.0
2526;Mill en Sint Hubert;11;392125.0
2527;Mill en Sint Hubert;12;317250.0
2528;Moerdijk;1;260770.27027027027
2529;Moerdijk;2;295538.46153846156
2530;Moerdijk;3;279188.8888888889
2531;Moerdijk;4;269703.7037037037
2532;Moerdijk;5;335288.46153846156
2533;Moerdijk;6;254966.66666666666
2534;Moerdijk;7;263127.9069767442
2535;Moerdijk;8;273739.8505747126
2536;Moerdijk;9;288556.1224489796
2537;Moerdijk;10;298515.625
2538;Moerdijk;11;263648.4375
2539;Moerdijk;12;313863.3333333333
2540;Molenwaard;1;293833.3333333333
2541;Molenwaard;2;350228.5714285714
2542;Molenwaard;3;297184.2105263158
2543;Molenwaard;4;468230.76923076925
2544;Molenwaard;5;475062.5
2545;Molenwaard;6;404593.75
2546;Molenwaard;7;334457.14285714284
2547;Molenwaard;8;317343.75
2548;Molenwaard;9;325797.56097560975
2549;Molenwaard;10;304066.6666666667
2550;Molenwaard;11;316142.85714285716
2551;Molenwaard;12;295384.6153846154
2552;Montferland;1;249807.6923076923
2553;Montferland;2;252400.0
2554;Montferland;3;254112.24489795917
2555;Montferland;4;246820.0
2556;Montferland;5;326479.1666666667
2557;Montferland;6;300746.4285714286
2558;Montferland;7;274500.0
2559;Montferland;8;294041.6666666667
2560;Montferland;9;263454.7272727273
2561;Montferland;10;310642.85714285716
2562;Montferland;11;275886.36363636365
2563;Montferland;12;235307.6923076923
2564;Montfoort;1;330600.0
2565;Montfoort;2;323562.5
2566;Montfoort;3;335875.0
2567;Montfoort;4;328615.3846153846
2568;Montfoort;5;461187.5
2569;Montfoort;6;331333.3333333333
2570;Montfoort;7;373800.0
2571;Montfoort;8;296000.0
2572;Montfoort;9;345000.0
2573;Montfoort;10;307818.1818181818
2574;Montfoort;11;337562.5
2575;Montfoort;12;279500.0
2576;Mook en Middelaar;1;360083.3333333333
2577;Mook en Middelaar;2;350833.3333333333
2578;Mook en Middelaar;3;374650.0
2579;Mook en Middelaar;4;328800.0
2580;Mook en Middelaar;5;371000.0
2581;Mook en Middelaar;6;392875.0
2582;Mook en Middelaar;7;263244.44444444444
2583;Mook en Middelaar;8;362214.28571428574
2584;Mook en Middelaar;9;368507.625
2585;Mook en Middelaar;10;238125.0
2586;Mook en Middelaar;11;250600.0
2587;Mook en Middelaar;12;322750.0
2588;Neder-Betuwe;1;348361.36363636365
2589;Neder-Betuwe;2;223939.2857142857
2590;Neder-Betuwe;3;327475.0
2591;Neder-Betuwe;4;432178.5714285714
2592;Neder-Betuwe;5;283138.09523809527
2593;Neder-Betuwe;6;333437.5
2594;Neder-Betuwe;7;304500.0
2595;Neder-Betuwe;8;308040.0
2596;Neder-Betuwe;9;303215.2173913043
2597;Neder-Betuwe;10;353827.5862068966
2598;Neder-Betuwe;11;352166.6666666667
2599;Neder-Betuwe;12;298617.64705882355
2600;Nederweert;1;275825.0
2601;Nederweert;2;389433.3333333333
2602;Nederweert;3;316143.75
2603;Nederweert;4;350545.45454545453
2604;Nederweert;5;361222.22222222225
2605;Nederweert;6;273618.75
2606;Nederweert;7;300250.0
2607;Nederweert;8;399890.0
2608;Nederweert;9;298357.14285714284
2609;Nederweert;10;343884.6153846154
2610;Nederweert;11;334807.6923076923
2611;Nederweert;12;335846.1538461539
2612;Neerijnen;1;321727.2727272727
2613;Neerijnen;2;264600.0
2614;Neerijnen;3;380205.8823529412
2615;Neerijnen;4;462000.0
2616;Neerijnen;5;278666.6666666667
2617;Neerijnen;6;354038.46153846156
2618;Neerijnen;7;272532.60869565216
2619;Neerijnen;8;288611.1111111111
2620;Neerijnen;9;301263.15789473685
2621;Neerijnen;10;460777.77777777775
2622;Neerijnen;11;314409.0909090909
2623;Neerijnen;12;338666.6666666667
2624;Nieuwegein;1;259835.44303797468
2625;Nieuwegein;2;271909.0909090909
2626;Nieuwegein;3;262392.40506329114
2627;Nieuwegein;4;260946.15384615384
2628;Nieuwegein;5;276547.1014492754
2629;Nieuwegein;6;276056.25
2630;Nieuwegein;7;270768.115942029
2631;Nieuwegein;8;254351.35135135136
2632;Nieuwegein;9;271977.6119402985
2633;Nieuwegein;10;287661.038961039
2634;Nieuwegein;11;260272.32142857142
2635;Nieuwegein;12;272093.47826086957
2636;Nieuwkoop;1;356031.25
2637;Nieuwkoop;2;270968.75
2638;Nieuwkoop;3;346844.8275862069
2639;Nieuwkoop;4;422866.6666666667
2640;Nieuwkoop;5;369125.0
2641;Nieuwkoop;6;336000.0
2642;Nieuwkoop;7;351606.5573770492
2643;Nieuwkoop;8;369000.0
2644;Nieuwkoop;9;376109.375
2645;Nieuwkoop;10;284000.0
2646;Nieuwkoop;11;352000.0
2647;Nieuwkoop;12;370176.4705882353
2648;Nijkerk;1;336960.71428571426
2649;Nijkerk;2;321586.2068965517
2650;Nijkerk;3;369923.9130434783
2651;Nijkerk;4;348250.0
2652;Nijkerk;5;368421.56862745096
2653;Nijkerk;6;321133.8028169014
2654;Nijkerk;7;365987.8048780488
2655;Nijkerk;8;360566.40625
2656;Nijkerk;9;332142.85714285716
2657;Nijkerk;10;380732.14285714284
2658;Nijkerk;11;388053.0303030303
2659;Nijkerk;12;368204.54545454547
2660;Nijmegen;1;281394.3661971831
2661;Nijmegen;2;262530.65693430655
2662;Nijmegen;3;286076.8156424581
2663;Nijmegen;4;289450.4716981132
2664;Nijmegen;5;319016.2272727273
2665;Nijmegen;6;288943.15476190473
2666;Nijmegen;7;277992.359375
2667;Nijmegen;8;296825.9723756906
2668;Nijmegen;9;307295.59748427675
2669;Nijmegen;10;291275.2752808989
2670;Nijmegen;11;306270.91633466136
2671;Nijmegen;12;305188.3561643836
2672;Nissewaard;1;212521.73333333334
2673;Nissewaard;2;240827.08333333334
2674;Nissewaard;3;208651.968503937
2675;Nissewaard;4;252122.2136752137
2676;Nissewaard;5;248044.41176470587
2677;Nissewaard;6;224916.98113207548
2678;Nissewaard;7;279213.0281690141
2679;Nissewaard;8;226125.2808988764
2680;Nissewaard;9;290772.4770642202
2681;Nissewaard;10;226186.13043478262
2682;Nissewaard;11;289052.9166666667
2683;Nissewaard;12;267073.73333333334
2684;Noord-Beveland;1;242766.66666666666
2685;Noord-Beveland;2;236538.46153846153
2686;Noord-Beveland;3;269793.47826086957
2687;Noord-Beveland;4;187600.0
2688;Noord-Beveland;5;328466.6666666667
2689;Noord-Beveland;6;226866.66666666666
2690;Noord-Beveland;7;283800.0
2691;Noord-Beveland;8;210000.0
2692;Noord-Beveland;9;264750.0
2693;Noord-Beveland;10;270166.6666666667
2694;Noord-Beveland;11;233250.0
2695;Noord-Beveland;12;215750.0
2696;Noordenveld;1;315425.0
2697;Noordenveld;2;288921.875
2698;Noordenveld;3;307768.28125
2699;Noordenveld;4;253795.91836734695
2700;Noordenveld;5;267500.0
2701;Noordenveld;6;369363.63636363635
2702;Noordenveld;7;318551.724137931
2703;Noordenveld;8;250500.0
2704;Noordenveld;9;276812.5
2705;Noordenveld;10;282450.0
2706;Noordenveld;11;278580.0
2707;Noordenveld;12;299879.3103448276
2708;Noordoostpolder;1;201979.3103448276
2709;Noordoostpolder;2;227677.63157894736
2710;Noordoostpolder;3;252183.67346938775
2711;Noordoostpolder;4;260710.52631578947
2712;Noordoostpolder;5;216131.57894736843
2713;Noordoostpolder;6;243154.84615384616
2714;Noordoostpolder;7;266752.38095238095
2715;Noordoostpolder;8;255687.5
2716;Noordoostpolder;9;233692.1052631579
2717;Noordoostpolder;10;260902.85714285713
2718;Noordoostpolder;11;226200.0
2719;Noordoostpolder;12;210055.55555555556
2720;Noordwijk;1;404656.7164179105
2721;Noordwijk;2;545411.7647058824
2722;Noordwijk;3;688136.3636363636
2723;Noordwijk;4;511833.3333333333
2724;Noordwijk;5;480562.5
2725;Noordwijk;6;411857.14285714284
2726;Noordwijk;7;431223.3333333333
2727;Noordwijk;8;448011.6176470588
2728;Noordwijk;9;567870.5357142857
2729;Noordwijk;10;421990.32258064515
2730;Noordwijk;11;488457.5806451613
2731;Noordwijk;12;371500.0
2732;Noordwijkerhout;1;382321.4285714286
2733;Noordwijkerhout;2;394586.95652173914
2734;Noordwijkerhout;3;352104.347826087
2735;Noordwijkerhout;4;404074.0740740741
2736;Noordwijkerhout;5;365772.7272727273
2737;Noordwijkerhout;6;369687.5
2738;Noordwijkerhout;7;349192.3076923077
2739;Noordwijkerhout;8;325473.6842105263
2740;Noordwijkerhout;9;375535.71428571426
2741;Noordwijkerhout;10;325323.5294117647
2742;Noordwijkerhout;11;324500.0
2743;Noordwijkerhout;12;312428.5714285714
2744;Nuenen, Gerwen en Nederwetten;1;445230.76923076925
2745;Nuenen, Gerwen en Nederwetten;2;431029.4117647059
2746;Nuenen, Gerwen en Nederwetten;3;398973.6842105263
2747;Nuenen, Gerwen en Nederwetten;4;371342.1052631579
2748;Nuenen, Gerwen en Nederwetten;5;370115.3846153846
2749;Nuenen, Gerwen en Nederwetten;6;430840.0
2750;Nuenen, Gerwen en Nederwetten;7;309917.64705882355
2751;Nuenen, Gerwen en Nederwetten;8;430185.71428571426
2752;Nuenen, Gerwen en Nederwetten;9;394962.4871794872
2753;Nuenen, Gerwen en Nederwetten;10;400499.85185185185
2754;Nuenen, Gerwen en Nederwetten;11;326905.0
2755;Nuenen, Gerwen en Nederwetten;12;351343.75
2756;Nunspeet;1;313065.2173913043
2757;Nunspeet;2;296958.3333333333
2758;Nunspeet;3;361862.0689655172
2759;Nunspeet;4;377140.0
2760;Nunspeet;5;306481.48148148146
2761;Nunspeet;6;345914.5833333333
2762;Nunspeet;7;316020.0
2763;Nunspeet;8;379259.5238095238
2764;Nunspeet;9;336075.0
2765;Nunspeet;10;350782.60869565216
2766;Nunspeet;11;346833.3333333333
2767;Nunspeet;12;337562.5
2768;Nuth;1;266947.36842105264
2769;Nuth;2;288090.9090909091
2770;Nuth;3;258205.88235294117
2771;Nuth;4;277937.5
2772;Nuth;5;289090.9090909091
2773;Nuth;6;249250.0
2774;Nuth;7;249875.0
2775;Nuth;8;296500.0
2776;Nuth;9;226583.33333333334
2777;Nuth;10;211125.0
2778;Nuth;11;297454.54545454547
2779;Nuth;12;203500.0
2780;Oegstgeest;1;442757.14285714284
2781;Oegstgeest;2;317729.1666666667
2782;Oegstgeest;3;387102.5641025641
2783;Oegstgeest;4;484265.625
2784;Oegstgeest;5;469210.5263157895
2785;Oegstgeest;6;601482.5581395349
2786;Oegstgeest;7;348333.3333333333
2787;Oegstgeest;8;340130.4347826087
2788;Oegstgeest;9;426636.36363636365
2789;Oegstgeest;10;407812.5
2790;Oegstgeest;11;388368.4210526316
2791;Oegstgeest;12;438151.16279069765
2792;Oirschot;1;389062.5
2793;Oirschot;2;334531.25
2794;Oirschot;3;415400.0
2795;Oirschot;4;460062.5
2796;Oirschot;5;429178.5714285714
2797;Oirschot;6;364820.0
2798;Oirschot;7;425300.0
2799;Oirschot;8;334444.44444444444
2800;Oirschot;9;428500.0
2801;Oirschot;10;440472.22222222225
2802;Oirschot;11;383653.8461538461
2803;Oirschot;12;311750.0
2804;Oisterwijk;1;349776.0
2805;Oisterwijk;2;357434.7826086957
2806;Oisterwijk;3;464433.3333333333
2807;Oisterwijk;4;482891.3043478261
2808;Oisterwijk;5;474333.3333333333
2809;Oisterwijk;6;421365.3846153846
2810;Oisterwijk;7;423157.8947368421
2811;Oisterwijk;8;522025.0
2812;Oisterwijk;9;361760.8695652174
2813;Oisterwijk;10;410250.0
2814;Oisterwijk;11;394568.9655172414
2815;Oisterwijk;12;318869.5652173913
2816;Oldambt;1;161577.77777777778
2817;Oldambt;2;207197.36842105264
2818;Oldambt;3;189985.7142857143
2819;Oldambt;4;182693.5483870968
2820;Oldambt;5;174745.2162162162
2821;Oldambt;6;197581.39534883722
2822;Oldambt;7;193712.12121212122
2823;Oldambt;8;154459.25925925927
2824;Oldambt;9;177666.66666666666
2825;Oldambt;10;204303.65853658537
2826;Oldambt;11;212735.29411764705
2827;Oldambt;12;184671.42857142858
2828;Oldebroek;1;365230.76923076925
2829;Oldebroek;2;263375.0
2830;Oldebroek;3;325432.60869565216
2831;Oldebroek;4;357590.0
2832;Oldebroek;5;381642.85714285716
2833;Oldebroek;6;354733.3333333333
2834;Oldebroek;7;309826.6666666667
2835;Oldebroek;8;400307.6923076923
2836;Oldebroek;9;304617.64705882355
2837;Oldebroek;10;301497.9166666667
2838;Oldebroek;11;382874.9375
2839;Oldebroek;12;291772.7272727273
2840;Oldenzaal;1;272090.9090909091
2841;Oldenzaal;2;246741.07142857142
2842;Oldenzaal;3;271912.5
2843;Oldenzaal;4;259765.625
2844;Oldenzaal;5;283014.70588235295
2845;Oldenzaal;6;278236.1111111111
2846;Oldenzaal;7;222477.27272727274
2847;Oldenzaal;8;271960.0
2848;Oldenzaal;9;257934.2105263158
2849;Oldenzaal;10;298986.84210526315
2850;Oldenzaal;11;335325.0
2851;Oldenzaal;12;269442.3076923077
2852;Olst-Wijhe;1;323973.6842105263
2853;Olst-Wijhe;2;311000.0
2854;Olst-Wijhe;3;319657.8947368421
2855;Olst-Wijhe;4;367980.0
2856;Olst-Wijhe;5;326225.0
2857;Olst-Wijhe;6;326817.3333333333
2858;Olst-Wijhe;7;341818.1818181818
2859;Olst-Wijhe;8;423666.6666666667
2860;Olst-Wijhe;9;359384.6153846154
2861;Olst-Wijhe;10;312284.2105263158
2862;Olst-Wijhe;11;269850.0
2863;Olst-Wijhe;12;280115.3846153846
2864;Ommen;1;342642.85714285716
2865;Ommen;2;342625.0
2866;Ommen;3;287437.5
2867;Ommen;4;272306.25
2868;Ommen;5;322190.4761904762
2869;Ommen;6;463642.85714285716
2870;Ommen;7;305878.5714285714
2871;Ommen;8;397384.6153846154
2872;Ommen;9;304714.28571428574
2873;Ommen;10;260941.17647058822
2874;Ommen;11;324157.8947368421
2875;Ommen;12;223125.0
2876;Onderbanken;1;272500.0
2877;Onderbanken;2;193375.0
2878;Onderbanken;3;194071.42857142858
2879;Onderbanken;4;264625.0
2880;Onderbanken;5;202333.33333333334
2881;Onderbanken;6;227166.66666666666
2882;Onderbanken;7;223666.66666666666
2883;Onderbanken;8;229857.14285714287
2884;Onderbanken;9;237750.0
2885;Onderbanken;10;242687.5
2886;Onderbanken;11;296000.0
2887;Onderbanken;12;220557.14285714287
2888;Oost Gelre;1;277473.8888888889
2889;Oost Gelre;2;264166.6666666667
2890;Oost Gelre;3;250188.88461538462
2891;Oost Gelre;4;286759.5789473684
2892;Oost Gelre;5;285105.2631578947
2893;Oost Gelre;6;253003.8947368421
2894;Oost Gelre;7;247338.15789473685
2895;Oost Gelre;8;261071.15
2896;Oost Gelre;9;244150.5
2897;Oost Gelre;10;274061.3
2898;Oost Gelre;11;251262.53846153847
2899;Oost Gelre;12;266066.90476190473
2900;Oosterhout;1;310281.6034482759
2901;Oosterhout;2;303528.9855072464
2902;Oosterhout;3;276888.8888888889
2903;Oosterhout;4;333830.28169014084
2904;Oosterhout;5;315313.7254901961
2905;Oosterhout;6;299239.1304347826
2906;Oosterhout;7;284280.70175438595
2907;Oosterhout;8;289525.45454545453
2908;Oosterhout;9;283064.28571428574
2909;Oosterhout;10;295215.3846153846
2910;Oosterhout;11;319750.0
2911;Oosterhout;12;352843.75
2912;Ooststellingwerf;1;230142.85714285713
2913;Ooststellingwerf;2;288738.09523809527
2914;Ooststellingwerf;3;311303.5714285714
2915;Ooststellingwerf;4;240450.0
2916;Ooststellingwerf;5;242320.0
2917;Ooststellingwerf;6;301628.26086956525
2918;Ooststellingwerf;7;253672.5
2919;Ooststellingwerf;8;260928.57142857142
2920;Ooststellingwerf;9;300500.0
2921;Ooststellingwerf;10;261710.52631578947
2922;Ooststellingwerf;11;263782.60869565216
2923;Ooststellingwerf;12;208266.66666666666
2924;Oostzaan;1;369750.0
2925;Oostzaan;2;628000.0
2926;Oostzaan;3;345285.71428571426
2927;Oostzaan;4;439400.0
2928;Oostzaan;5;436583.3333333333
2929;Oostzaan;6;458450.0
2930;Oostzaan;7;479368.75
2931;Oostzaan;8;339600.0
2932;Oostzaan;9;486800.0
2933;Oostzaan;10;348428.5714285714
2934;Oostzaan;11;394812.5
2935;Oostzaan;12;520500.0
2936;Opmeer;1;260400.0
2937;Opmeer;2;282857.14285714284
2938;Opmeer;3;282214.28571428574
2939;Opmeer;4;392000.0
2940;Opmeer;5;220750.0
2941;Opmeer;6;373000.0
2942;Opmeer;7;292357.14285714284
2943;Opmeer;8;241125.0
2944;Opmeer;9;319600.0
2945;Opmeer;10;314100.0
2946;Opmeer;11;281500.0
2947;Opmeer;12;244500.0
2948;Opsterland;1;254446.875
2949;Opsterland;2;269360.0
2950;Opsterland;3;263971.4285714286
2951;Opsterland;4;257296.25925925927
2952;Opsterland;5;273922.7272727273
2953;Opsterland;6;279187.0967741936
2954;Opsterland;7;318750.0
